#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
624,山梨,49316,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,南部,ナンブ,NAMBU,南部町,南巨摩郡南部町南部,-,35,17.3,138,26.7,141,9.2,1.5,#1977.12.26,-,-,-
625,静岡,50056,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,白糸,シライト,SHIRAITO,富士宮市白糸,富士宮市原,-,35,18.7,138,34.7,530,-,-,#,-,-,-
626,静岡,50106,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,井川,イカワ,IKAWA,静岡市井川,静岡市葵区井川,-,35,13,138,13.3,755,10,1.5,1978.12.25,-,-,-
627,静岡,50112,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,有東木,ウトウギ,UTOUGI,静岡市有東木,静岡市葵区有東木,-,35,12.4,138,22.1,585,-,-,2020.1.28,-,-,-
628,静岡,50136,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,御殿場,ゴテンバ,GOTEMBA,御殿場,御殿場市萩原,-,35,18.3,138,55.6,472,10.1,1.5,#1976.11.29,-,-,-
629,静岡,50196,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,富士,フジ,YOSHIWARA,富士,富士市厚原,-,35,11.1,138,39.8,66,9.9,1.5,#1978.12.26,-,-,-
630,静岡,50206,47657,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,三島,ミシマ,MISHIMA,三島,三島市東本町,三島特別地域気象観測所,35,6.8,138,55.5,21,15.8,-,#1975.12.13,-,-,-
631,静岡,50211,-,三,有線ロボット気象計,Y,Y,Y,Y,Y,N,N,熱海伊豆山,アタミイズサン,ATAMIIZUSAN,熱海伊豆山,静岡県熱海市伊豆山,-,35,6.9,139,5,144,5.5,1.5,2021.7.7,-,-,臨時観測所
632,静岡,50226,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,佐久間,サクマ,SAKUMA,浜松市佐久間,浜松市天竜区佐久間町浦川,-,35,3.4,137,45.7,150,10,1.5,(1975.5.13)1978.12.20,-,-,-
633,静岡,50232,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,春野,ハルノ,HARUNO,浜松市春野,浜松市天竜区春野町五和,-,35,0.7,137,56.7,486,-,-,19908.9.28,-,-,-
634,静岡,50241,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,川根本町,カワネホンチョウ,HONKAWANE,川根本町,榛原郡川根本町田代,-,35,6.1,138,7.7,290,9.9,1.5,#1978.12.22,-,-,-
635,静岡,50247,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,鍵穴,カギアナ,KAGIANA,静岡市鍵穴,静岡市葵区鍵穴,-,35,2.9,138,14.8,160,-,-,1991.3.26,-,-,-
636,静岡,50261,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,清水,シミズ,SHIMIZU,静岡市清水,静岡市清水区興津中町,-,35,3.2,138,31.3,3,8.4,1.5,1978.1.18,-,-,-
637,静岡,50281,47668,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,網代,アジロ,AJIRO,熱海市網代,熱海市網代,網代特別地域気象観測所,35,2.7,139,5.5,67,12.5,-,#1975.12.16,-,-,-
638,静岡,50296,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,熊,クマ,KUMA,浜松市熊,浜松市天竜区熊,-,34,57.5,137,44,375,-,-,1976.6.25,-,-,-
639,静岡,50317,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,高根山,タカネサン,TAKANESAN,藤枝市高根山,藤枝市瀬戸谷,-,34,58.5,138,11.8,415,-,-,19901.12.18,-,-,-
640,静岡,50331,47656,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,静岡,シズオカ,SHIZUOKA,静岡,静岡市駿河区曲金,静岡地方気象台,34,58.5,138,24.2,14,16,-,#1975.3.23,-,50900,-
641,静岡,50371,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三ヶ日,ミッカビ,MIKKABI,浜松市三ヶ日,浜松市北区三ヶ日町三ヶ日,-,34,48.1,137,33.4,2,-,-,1975.5.13,-,-,-
642,静岡,50386,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,天竜,テンリュウ,TENRYU,浜松市天竜,浜松市天竜区船明,-,34,53.4,137,48.8,61,10,1.5,#1978.12.21,-,-,-
643,静岡,50391,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三倉,ミクラ,MIKURA,森町三倉,周智郡森町三倉,-,34,53.7,137,56.4,114,-,-,1982.9.29,-,-,-
644,静岡,50416,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,土肥,トイ,TOI,伊豆市土肥,伊豆市小下田,-,34,52.6,138,45.7,92,-,-,1990.7.10,-,-,-
645,静岡,50426,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,湯ケ島,ユガシマ,YUGASHIMA,伊豆市湯ヶ島,伊豆市市山,-,34,54,138,55.5,165,-,-,#,-,-,-
646,静岡,50427,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,天城山,アマギサン,AMAGISAN,伊豆市天城山,伊豆市菅引字天城山菅引入,-,34,52.3,139,1.4,1066,-,-,#,-,-,-
647,静岡,50456,47654,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,浜松,ハママツ,HAMAMATSU,浜松市中区,浜松市中区高丘東,浜松特別地域気象観測所,34,45.2,137,42.7,46,16.8,-,#1975.3.19,-,-,-
648,静岡,50466,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,掛川,カケガワ,KAKEGAWA,掛川,掛川市長谷,-,34,46.1,137,59.7,32,-,-,1975.5.13,-,-,-
649,静岡,50476,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,菊川牧之原,キクガワマキノハラ,MAKINOHARA,菊川牧之原,菊川市倉沢,-,34,47.1,138,8.3,191,10.1,1.5,1978.12.21,-,-,-
650,静岡,50477,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,N,静岡空港,シズオカクウコウ,SHIZUOKA-KUKO,静岡空港,牧之原市坂口,静岡航空気象観測所,34,47.7,138,11.3,132,10,-,19901.6.4,-,-,日照・湿度・気圧を除く
651,静岡,50491,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,松崎,マツザキ,MATSUZAKI,松崎,賀茂郡松崎町江奈,-,34,45.3,138,47,4,10,1.5,#1978.12.27,-,-,-
652,静岡,50506,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,稲取,イナトリ,INATORI,東伊豆町稲取,賀茂郡東伊豆町稲取,-,34,46.9,139,2.9,130,10,1.5,#1978.12.27,-,-,-
653,静岡,50536,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,磐田,イワタ,FUKUDE,磐田,磐田市南島,-,34,41.5,137,52.8,1,10.2,1.5,1978.1.19,-,-,-
654,静岡,50551,47655,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,御前崎,オマエザキ,OMAEZAKI,御前崎,御前崎市御前崎,御前崎特別地域気象観測所,34,36.2,138,12.8,45,16,-,#1975.12.11,-,-,-
655,静岡,50561,47666,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,石廊崎,イロウザキ,IROZAKI,南伊豆町石廊崎,賀茂郡南伊豆町石廊崎石室山,石廊崎特別地域気象観測所,34,36.2,138,50.5,52,15,-,#1975.3.26,-,-,-
656,愛知,51011,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,一宮,イチノミヤ,ICHINOMIYA,一宮市千秋町,一宮市千秋町佐野字辻田,-,35,17.9,136,51.2,11,-,-,#,-,-,-
657,愛知,51031,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,愛西,アイサイ,HACHIKAI,愛西市江西町,愛西市江西町川原,-,35,13,136,41.9,5,10.4,1.5,1979.1.11,-,-,-
658,愛知,51056,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,小原,オバラ,OBARA,豊田市小原町,豊田市小原町上平,-,35,13.7,137,17.1,290,-,-,1977.7.1,-,-,-
659,愛知,51071,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,稲武,イナブ,INABU,豊田市稲武町スソガエト,豊田市稲武町スソガエト,-,35,12.7,137,30.4,505,10,1.5,(1975.5.12)1979.1.9,-,-,-
660,愛知,51077,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,茶臼山,チャウスヤマ,CHAUSUYAMA,豊根村茶臼山,北設楽郡豊根村大字坂宇場字御所平,-,35,13.2,137,39.6,1216,-,-,2005.12.8,-,-,-
661,愛知,51096,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,蟹江,カニエ,KANIE,蟹江町蟹江,海部郡蟹江町蟹江本町クノ割,-,35,8.2,136,47.5,2,-,-,1975.5.12,-,-,-
662,愛知,51106,47636,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,名古屋,ナゴヤ,NAGOYA,名古屋市千種区,名古屋市千種区日和町,名古屋地方気象台,35,10,136,57.9,51,17.8,-,#1975.3.19,-,51900,-
663,愛知,51116,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,豊田,トヨタ,TOYOTA,豊田市高町,豊田市高町東山,-,35,7.9,137,10.6,75,6.6,1.5,#1979.1.9,-,-,-
664,愛知,51192,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,阿蔵,アゾウ,AZO,豊田市阿蔵町,豊田市阿蔵町猫田,-,35,4.7,137,24.8,613,-,-,2005.12.5,-,-,-
665,愛知,51216,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,大府,オオブ,OBU,大府,大府市森岡町,-,34,59.7,136,56.6,32,10,1.5,19904.10.17,-,-,-
666,愛知,51226,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,岡崎,オカザキ,OKAZAKI,岡崎市美合町,岡崎市美合町地蔵野,-,34,55.1,137,11.6,47,6.4,1.5,#1979.1.9,-,-,-
667,愛知,51241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,作手,ツクデ,TSUKUDE,新城市作手高里木戸口,新城市作手高里字木戸口,-,34,58.6,137,25.5,532,-,-,#,-,-,-
668,愛知,51247,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,新城,シンシロ,SHINSHIRO,新城市富沢,新城市富沢字広瀬,-,34,54.4,137,31.1,53,6.4,1.5,2002.12.25,-,-,-
669,愛知,51261,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,N,セントレア,セントレア,SENTOREA,常滑市セントレア,常滑市セントレア,中部航空地方気象台,34,51.5,136,48.3,4,10,-,2005.2.17,-,-,日照・湿度・気圧を除く
670,愛知,51271,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,一色,イッシキ,NISHIO,西尾市一色町,西尾市一色町一色伊那跨,-,34,48.7,137,1.7,12,-,-,#,-,-,-
671,愛知,51281,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,蒲郡,ガマゴオリ,GAMAGOORI,蒲郡市神ノ郷町,蒲郡市神ノ郷町上名取,-,34,50.7,137,13,55,10,1.5,1979.1.10,-,-,-
672,愛知,51311,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,南知多,ミナミチタ,MINAMICHITA,南知多町豊丘,知多郡南知多町大字豊丘字浜見台,-,34,44.4,136,56.3,16,6.5,1.5,(1975.5.12)1979.1.10,-,-,-
673,愛知,51331,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,豊橋,トヨハシ,TOYOHASHI,豊橋市神野新田町,豊橋市神野新田町字レノ割,-,34,45,137,20.5,3,6.5,1.5,2005.12.6,-,-,-
674,愛知,51346,47653,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,伊良湖,イラコ,IRAKO,田原市伊良湖,田原市福江町字金五郎坂,伊良湖特別地域気象観測所,34,37.7,137,5.6,6,10.7,-,#1975.12.16,-,-,-
675,愛知,51356,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,田原,タハラ,TAHARA,田原市高松町,田原市高松町尾村崎,-,34,37.6,137,13.3,45,-,-,#,-,-,-
676,岐阜,52041,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,河合,カワイ,KAWAI,飛騨市河合,飛騨市河合町角川,-,36,18.3,137,6,471,10,3.7,1978.11.18,-,52900,湿度を除く
677,岐阜,52051,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,神岡,カミオカ,KAMIOKA,飛騨市神岡,飛騨市神岡町殿,-,36,19.3,137,18.5,455,10,2,1978.11.20,-,52905,湿度を除く
678,岐阜,52081,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,白川,シラカワ,SHIRAKAWA,白川村,大野郡白川村鳩谷字北長,-,36,16.4,136,53.8,478,10,4,1978.11.17,-,52910,湿度を除く
679,岐阜,52111,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,栃尾,トチオ,TOCHIO,高山市栃尾,高山市奥飛騨温泉郷今見,-,36,14.9,137,30.2,765,10,1.5,(1975.5.30)1978.11.20,-,-,湿度を除く
680,岐阜,52131,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,御母衣,ミボロ,MIBORO,白川村御母衣,大野郡白川村牧,-,36,8.8,136,54.5,640,-,-,1982.6.22,-,-,-
681,岐阜,52137,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,清見,キヨミ,KIYOMI,高山市清見,高山市清見町大谷,-,36,10.8,137,2.7,740,-,-,1990.12.21,-,-,-
682,岐阜,52146,47617,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,高山,タカヤマ,TAKAYAMA,高山,高山市桐生町,高山特別地域気象観測所,36,9.3,137,15.2,560,18.1,-,#1975.4.1,-,52913,-
683,岐阜,52152,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,丹生川,ニュウカワ,NYUKAWA,高山市丹生川,高山市丹生川町瓜田,-,36,11.2,137,22.3,910,-,-,1990.12.26,-,-,-
684,岐阜,52173,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,ひるがの,ヒルガノ,HIRUGANO,郡上市ひるがの,郡上市高鷲町ひるがの,-,36,0.6,136,53.6,885,-,-,1990.12.20,-,-,-
685,岐阜,52181,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,六厩,ムマヤ,MUMAI,高山市六厩,高山市荘川町六厩,-,36,3.6,137,2.1,1015,10,2.8,1978.11.16,-,-,湿度を除く
686,岐阜,52192,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,船山,フナヤマ,FUNAYAMA,高山市船山,高山市久々野町無数河,-,36,2.1,137,15.6,880,-,-,2002.10.8,-,-,-
687,岐阜,52196,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,宮之前,ミヤノマエ,MIYANOMAE,高山市宮之前,高山市朝日町宮之前,-,36,0.9,137,23.3,930,9.4,2,1978.11.21,-,-,湿度を除く
688,岐阜,52221,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,長滝,ナガタキ,NAGATAKI,郡上市長滝,郡上市白鳥町長滝字三昧,-,35,55.4,136,49.9,430,9.9,2.8,1978.11.11,-,52915,-
689,岐阜,52286,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,萩原,ハギワラ,HAGIWARA,下呂市萩原,下呂市萩原町羽根,-,35,53.3,137,12.4,425,10.1,1.5,#1976.3.3,-,-,-
690,岐阜,52321,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,関市板取,セキシイタドリ,SEKISHIITADORI,関市板取,関市板取,-,35,43.4,136,47,351,-,-,2005.12.5,-,-,-
691,岐阜,52331,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,八幡,ハチマン,HACHIMAN,郡上市八幡,郡上市八幡町旭田尻,-,35,45.4,136,58.7,271,10,1.5,#1978.11.16,-,-,湿度を除く
692,岐阜,52346,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,宮地,ミヤジ,MIYAJI,下呂市宮地,下呂市宮地,-,35,45.8,137,17.3,450,10,1.5,(1975.6.1)1978.11.21,-,-,湿度を除く
693,岐阜,52381,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,樽見,タルミ,TARUMI,本巣市樽見,本巣市根尾神所,-,35,38.3,136,36.1,190,9.9,2.2,#1978.11.14,-,52920,-
694,岐阜,52406,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,金山,カナヤマ,KANAYAMA,下呂市金山,下呂市金山町大船渡,-,35,39.7,137,9.6,233,10,1.5,#1978.11.22,-,-,湿度を除く
695,岐阜,52421,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,付知,ツケチ,TSUKECHI,中津川市付知,中津川市付知町,-,35,39.7,137,25.6,461,-,-,1982.6.11,-,-,-
696,岐阜,52461,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,美濃,ミノ,MINO,美濃,美濃市前野中川原,-,35,33.3,136,54.6,68,10,1.5,(1975.5.29)1978.11.15,-,-,湿度を除く
697,岐阜,52476,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,伽藍,ガラン,GARAN,八百津町伽藍,加茂郡八百津町伽藍谷,-,35,30.9,137,13.8,650,-,-,#,-,-,-
698,岐阜,52482,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,黒川,クロカワ,KUROKAWA,白川町黒川,加茂郡白川町黒川,-,35,35.9,137,19.1,517,9.4,1.5,1998.9.29,-,-,湿度を除く
699,岐阜,52511,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,揖斐川,イビガワ,IBIGAWA,揖斐川,揖斐郡揖斐川町三輪,-,35,29.1,136,34,45,10,1.5,1978.11.14,-,-,湿度を除く
700,岐阜,52536,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,美濃加茂,ミノカモ,MINOKAMO,美濃加茂,美濃加茂市西町,-,35,26.7,137,0.3,74,10,1.5,#1978.11.15,-,-,湿度を除く
701,岐阜,52556,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,恵那,エナ,ENA,恵那,恵那市長島町永田大洞,-,35,26.8,137,24.2,315,10,1.5,#1976.3.8,-,-,湿度を除く
702,岐阜,52557,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,中津川,ナカツガワ,NAKATSUGAWA,中津川,中津川市手賀野,-,35,28.6,137,29.2,378,10,1.5,19902.3.25,-,-,湿度を除く
703,岐阜,52571,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,関ケ原,セキガハラ,SEKIGAHARA,関ケ原,不破郡関ケ原町関ケ原,-,35,21.8,136,28,130,10.1,1.5,#1978.11.13,-,52935,-
704,岐阜,52581,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,大垣,オオガキ,OGAKI,大垣,大垣市禾森町,-,35,20.8,136,37.2,6,10,1.5,#1978.11.13,-,-,湿度を除く
705,岐阜,52586,47632,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,岐阜,ギフ,GIFU,岐阜,岐阜市加納二之丸,岐阜地方気象台,35,24,136,45.7,13,23,-,#1975.4.1,-,52940,-
706,岐阜,52606,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,多治見,タジミ,TAJIMI,多治見,多治見市光ケ丘,-,35,20.8,137,6.5,120,10,1.5,(1975.5.29)1978.11.24,-,-,湿度を除く
707,岐阜,52642,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,上石津,カミイシヅ,KAMIISHIZU,大垣市上石津,大垣市上石津町堂之上,-,35,14.8,136,27.5,193,-,-,19908.3.29,-,-,-
708,三重,53016,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,北勢,ホクセイ,AGEKI,いなべ市北勢,いなべ市北勢町其原,-,35,8.6,136,32.3,125,-,-,#,-,-,-
709,三重,53041,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,桑名,クワナ,KUWANA,桑名,桑名市大字江場字正金縄,-,35,3,136,41.6,3,9.9,1.5,#1979.1.12,-,-,-
710,三重,53061,47684,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,四日市,ヨッカイチ,YOKKAICHI,四日市,四日市市日永,四日市特別地域気象観測所,34,56.4,136,34.8,55,10.7,-,#1975.12.13,-,-,-
711,三重,53091,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,亀山,カメヤマ,KAMEYAMA,亀山,亀山市椿世町,-,34,52.2,136,27.2,70,10,1.5,#1979.1.12,-,-,-
712,三重,53112,47649,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,上野,ウエノ,UENO,上野,伊賀市緑ケ丘本町,上野特別地域気象観測所,34,45.7,136,8.5,159,22.1,-,1985.1.30,-,-,-
713,三重,53121,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,笠取山,カサトリヤマ,KASATORIYAMA,津市笠取山,津市榊原町,-,34,43.5,136,18.5,810,-,-,#,-,-,-
714,三重,53133,47651,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,津,ツ,TSU,津,津市島崎町,津地方気象台,34,44,136,31.1,3,-,-,19903.10.20,-,53900,気温、雨
715,三重,53133,47651,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,津,ツ,TSU,津,津市末広町,-,34,43.3,136,31.5,2,15,-,19903.10.20,-,-,風、日照
716,三重,53141,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,名張,ナバリ,NABARI,名張,名張市鴻之台1番町,-,34,37.6,136,6.5,226,-,-,#,-,-,-
717,三重,53151,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,白山,ハクサン,HAKUSAN,津市白山,津市白山町南家城,-,34,37.5,136,19.3,60,-,-,1979.3.30,-,-,-
718,三重,53196,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,小俣,オバタ,OBATA,伊勢市小俣,伊勢市小俣町明野,-,34,31.7,136,39.9,10,10,1.5,#1979.1.16,-,-,-
719,三重,53231,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,粥見,カユミ,KAYUMI,松阪市粥見,松阪市飯南町粥見,-,34,26.9,136,23.4,120,10,1.5,#1979.1.16,-,-,-
720,三重,53257,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鳥羽,トバ,TOBA,鳥羽,鳥羽市鳥羽,-,34,28.9,136,49.5,2,9,1.5,1994.2.7,-,-,-
721,三重,53287,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,藤坂峠,フジサカトウゲ,FUJISAKATOGE,大紀町藤坂峠,度会郡大紀町永会字中河内,-,34,19.4,136,29.3,560,-,-,#,-,-,-
722,三重,53296,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,南伊勢,ミナミイセ,NANSEI,南伊勢,度会郡南伊勢町船越,-,34,20.7,136,40.9,6,10,1.5,(1978.6.15)1979.1.17,-,-,-
723,三重,53307,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,阿児,アゴ,AGO,志摩市阿児,志摩市阿児町甲賀字浅野,-,34,18.5,136,52.4,31,-,-,1982.6.1,-,-,-
724,三重,53321,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宮川,ミヤガワ,MIYAGAWA,大台町宮川,多気郡大台町久豆,-,34,16.7,136,12.5,205,-,-,1978.6.1,-,-,-
725,三重,53326,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,紀伊長島,キイナガシマ,KII-NAGASHIMA,紀北町紀伊長島,北牟婁郡紀北町長島,-,34,12.5,136,19.6,3,9.9,1.5,1979.1.17,-,-,-
726,三重,53378,47663,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,N,尾鷲,オワセ,OWASE,尾鷲,尾鷲市南陽町,尾鷲特別地域気象観測所,34,4.1,136,11.6,15,28.4,-,1985.5.29,-,-,-
727,三重,53401,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,熊野新鹿,熊野市新鹿町,-,33,55.9,136,8.3,23,6.4,1.5,2001.12.18,-,-,-
728,三重,53416,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,御浜,ミハマ,MIHAMA,御浜,南牟婁郡御浜町大字上野,-,33,51.1,135,58.8,130,-,-,1985.6.11,-,-,-
729,新潟,54012,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,粟島,アワシマ,AWASHIMA,粟島,岩船郡粟島浦村字内浦,-,38,27.9,139,15.2,4,10.4,1.5,19908.5.31,-,-,湿度を除く
730,新潟,54041,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,弾崎,ハジキザキ,HAGIKIZAKI,佐渡市弾崎,佐渡市鷲崎字弾崎,-,38,19.8,138,30.7,58,8.1,1.5,1997.3.31,-,-,湿度を除く
731,新潟,54056,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,高根,タカネ,TAKANE,村上市高根,村上市高根,-,38,19.8,139,36.2,85,-,-,1978.6.1,-,-,-
732,新潟,54086,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,村上,ムラカミ,MURAKAMI,村上,村上市三之町,-,38,13.6,139,28.7,10,8.3,2.7,#1978.11.28,-,-,-
733,新潟,54097,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三面,ミオモテ,MIOMOTE,村上市三面,村上市茎太,-,38,14.8,139,36.3,45,-,-,1981.5.20,-,-,-
734,新潟,54157,47602,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,相川,アイカワ,AIKAWA,佐渡市相川,佐渡市相川三町目新浜町,相川特別地域気象観測所,38,1.7,138,14.4,6,33.8,-,1995.7.7,-,54900,-
735,新潟,54166,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,両津,リョウツ,RYOTSU,佐渡市両津,佐渡市両津湊,-,38,4.4,138,26.4,2,18.8,1.5,#1978.11.24,-,-,湿度を除く
736,新潟,54181,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,中条,ナカジョウ,NAKAJO,胎内市中条,胎内市清水,-,38,4.6,139,23.3,14,10,2.6,1978.11.28,-,-,湿度を除く
737,新潟,54191,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,下関,シモセキ,SHIMOSEKI,関川村下関,岩船郡関川村下関,-,38,5.5,139,33.8,33,10,2.8,(1975.5.2)1978.11.27,-,54905,湿度を除く
738,新潟,54232,47604,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,新潟,ニイガタ,NIIGATA,新潟,新潟市中央区美咲町,新潟地方気象台,37,53.6,139,1.1,4,-,-,2002.11.21,-,54907,気温、雨
