観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
53231,粥見,カユミ,KAYUMI,,,,34.448,136.39,120,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/3/7,53231,0,4,4,0,0,,0
53231,粥見,カユミ,KAYUMI,,,,34.448,136.39,120,10,,,,,,1,1,1,1,0,,0,2010/3/8,2021/3/1,53231,0,0,0,0,0,,0
53231,粥見,カユミ,KAYUMI,,,,34.448,136.39,120,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/18,53231,0,0,0,6,0,,0
53231,粥見,カユミ,KAYUMI,,,,34.448,136.39,120,10,,,,,,1,1,1,2,0,,1,2023/4/19,9999-99-99,53231,0,0,0,0,0,,0
53256,鳥羽,トバ,TOBA,,,,34.477,136.845,2,17,,,,,,1,1,1,1,0,,0,1977/12/21,1987/11/4,53256,1,1,1,1,1,,1
53256,鳥羽,トバ,TOBA,,,,34.477,136.845,2,17,,,,,,1,1,1,1,0,,0,1987/11/5,1994/2/7,53256,0,0,0,1,0,,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9,,,,,,1,1,1,1,0,,0,1994/2/7,2008/3/10,53256,0,1,0,0,0,,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9,,,,,,1,1,1,1,0,,0,2008/3/11,2008/3/25,53257,0,0,0,4,0,,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,53257,0,4,4,0,0,,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/26,53257,0,0,0,6,0,,0
53257,鳥羽,トバ,TOBA,,,,34.482,136.825,2,9,,,,,,1,1,1,2,0,,1,2023/4/27,9999-99-99,53257,0,0,0,0,0,,0
53286,大台,オオダイ,ODAI,,,,34.392,136.408,80,,,,,,,1,0,0,0,0,,0,1975/4/18,1978/5/31,53286,1,1,1,1,1,,1
53287,藤坂峠,フジサカトウゲ,FUJISAKATOGE,,,,34.323,136.488,560,,,,,,,1,0,0,0,0,,0,1974/11/1,9999-99-99,53287,1,1,1,1,1,,1
53296,南勢,ナンセイ,NANSEI,,,,34.345,136.682,6,,,,,,,1,0,0,0,0,,0,1978/6/15,1979/1/16,53296,1,1,1,1,1,,1
53296,南勢,ナンセイ,NANSEI,,,,34.345,136.682,6,6.5,,,,,,1,1,1,1,0,,0,1979/1/17,1988/6/22,53296,0,0,0,0,0,,0
53296,南勢,ナンセイ,NANSEI,,,,34.345,136.682,6,6.5,,,,,,1,1,1,1,0,,0,1988/6/23,2006/2/28,53296,0,0,0,1,0,,0
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,6.5,,,,,,1,1,1,1,0,,0,2006/3/1,2008/3/3,53296,0,0,0,0,0,,0
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,6.5,,,,,,1,1,1,1,0,,0,2008/3/4,2008/3/25,53296,0,0,0,4,0,,0
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/2/15,53296,0,4,4,0,0,,0
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,10,,,,,,1,1,1,1,0,,0,2010/2/16,2021/3/1,53296,0,0,0,0,0,,0
53296,南伊勢,ミナミイセ,MINAMIISE,,,,34.345,136.682,6,10,,,,,,1,1,1,2,0,,0,2021/3/2,2023/4/19,53296,0,0,0,6,0,,0
53296,南伊勢,ミナミイセ,MINAMI-ISE,,,,34.345,136.682,6,10,,,,,,1,1,1,2,0,,1,2023/4/20,9999-99-99,53296,0,0,0,0,0,,0
53306,磯部,イソベ,ISOBE,,,,34.373,136.805,3,,,,,,,1,0,0,0,0,,0,1975/5/13,1977/12/19,53306,1,1,1,1,1,,1
53307,阿児,アゴ,AGO,,,,34.328,136.832,15,,,,,,,1,0,0,0,0,,0,1982/6/1,2015/3/8,53307,1,1,1,1,1,,1
53307,阿児,アゴ,AGO,,,,34.308,136.873,31,,,,,,,1,0,0,0,0,,0,2015/3/9,9999-99-99,53307,0,0,0,0,0,,0
53321,宮川,ミヤガワ,MIYAGAWA,,,,34.288,136.225,180,,,,,,,1,0,0,0,0,,0,1978/6/1,1994/6/22,53321,1,1,1,1,1,,1
53321,宮川,ミヤガワ,MIYAGAWA,,,,34.278,136.208,205,,,,,,,1,0,0,0,0,,0,1994/6/23,9999-99-99,53321,0,0,0,0,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,6.5,,,,,,1,1,1,1,0,,0,1979/1/17,1987/4/22,53326,1,1,1,1,1,,1
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,6.5,,,,,,1,1,1,1,0,,0,1987/4/23,2005/12/19,53326,0,0,0,1,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,6.5,,,,,,1,1,1,1,0,,0,2005/12/20,2008/12/15,53326,0,0,0,4,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,6.5,,,,,,1,1,1,1,0,,0,2008/12/16,2010/3/16,53326,0,4,4,0,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,10,,,,,,1,1,1,1,0,,0,2010/3/17,2021/3/1,53326,0,0,0,0,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,10,,,,,,1,1,1,2,0,,0,2021/3/2,2021/12/1,53326,0,0,0,6,0,,0
53326,紀伊長島,キイナガシマ,KII-NAGASHIMA,,,,34.208,136.327,3,9.9,,,,,,1,1,1,2,0,,1,2021/12/2,9999-99-99,53326,0,0,0,0,0,,0
53376,尾鷲,オワセ,OWASE,,,,34.07,136.192,15,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/26,53376,1,1,1,1,1,,1
53376,尾鷲,オワセ,OWASE,,,,34.07,136.192,15,16.4,,,,,,1,1,1,1,0,,0,1975/3/27,1985/5/27,53376,0,0,0,0,0,,0
53377,八幡峠,ハチマントウゲ,HACHIMANTOGE,,,,34.06,136.11,800,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/11/20,53377,1,1,1,1,1,,1
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,,,1,1,1,1,0,,0,1985/5/28,1986/12/31,53376,0,1,0,0,0,,0
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,,,1,1,1,1,0,,0,1987/1/1,1998/3/30,53378,0,0,0,1,0,,0
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,,,1,1,1,1,0,,0,1998/3/31,2008/3/25,53378,0,0,0,0,0,,0
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,53378,0,4,4,0,0,,0
53378,尾鷲,オワセ,OWASE,,,,34.068,136.193,15,28.4,,,,,,1,1,1,1,0,,1,2021/3/2,9999-99-99,53378,0,0,0,0,0,,0
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,,,1,1,1,1,0,,0,2001/12/18,2007/3/13,53401,1,1,1,1,1,,1
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,,,1,1,1,1,0,,0,2007/3/14,2008/12/17,53401,0,0,0,4,0,,0
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,,,1,1,1,1,0,,0,2008/12/18,2021/3/1,53401,0,4,4,0,0,,0
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,,,1,1,1,2,0,,0,2021/3/2,2022/11/21,53401,0,0,0,6,0,,0
53401,熊野新鹿,クマノアタシカ,KUMANOATASHIKA,,,,33.932,136.138,23,6.4,,,,,,1,1,1,2,0,,1,2022/11/22,9999-99-99,53401,0,0,0,0,0,,0
53416,御浜,ミハマ,MIHAMA,,,,33.852,135.98,130,,,,,,,1,0,0,0,0,,0,1985/6/11,9999-99-99,53416,1,1,1,1,1,,1
53421,熊野,クマノ,KUMANO,,,,33.892,136.093,40,,,,,,,1,0,0,0,0,,0,1974/11/1,1979/1/17,53421,1,1,1,1,1,,1
53421,熊野,クマノ,KUMANO,,,,33.892,136.093,40,6.5,,,,,,1,1,1,1,0,,0,1979/1/18,1988/10/30,53421,0,0,0,0,0,,0
53421,熊野,クマノ,KUMANO,,,,33.892,136.093,40,6.5,,,,,,1,1,1,1,0,,0,1988/10/31,2001/12/17,53421,0,0,0,1,0,,0
54011,粟島,アワシマ,AWASHIMA,,,,38.462,139.252,4,,,,,,,1,0,0,0,0,,0,1975/5/14,1978/11/30,54011,1,1,1,1,1,,1
54011,粟島,アワシマ,AWASHIMA,,,,38.462,139.252,4,22,,,,,,1,1,1,1,0,,0,1978/12/1,1986/10/23,54011,0,0,0,0,0,,0
54011,粟島,アワシマ,AWASHIMA,,,,38.462,139.252,4,22,,,,,,1,1,1,1,0,,0,1986/10/24,2009/1/27,54011,0,0,0,1,0,,0
54011,粟島,アワシマ,AWASHIMA,,,,38.462,139.252,4,22,,,,,,1,1,1,1,0,,0,2009/1/28,2016/5/31,54011,0,4,4,4,0,,0
54012,粟島,アワシマ,AWASHIMA,,,,38.465,139.253,4,10.4,,,,,,1,1,1,1,0,,0,2016/5/31,2021/3/1,54011,0,5,0,0,0,,0
54012,粟島,アワシマ,AWASHIMA,,,,38.465,139.253,4,10.4,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54012,0,0,0,6,0,,0
54036,二ツ亀,フタツカメ,FUTATSUKAME,,,,38.328,138.487,80,6,,,,,,1,1,1,1,0,,0,1978/11/25,1986/8/19,54036,1,1,1,1,1,,1
54036,二ツ亀,フタツカメ,FUTATSUKAME,,,,38.328,138.487,80,6,,,,,,1,1,1,1,0,,0,1986/8/20,1997/3/31,54036,0,0,0,1,0,,0
54041,弾崎,ハジキザキ,HAGIKIZAKI,,,,38.33,138.512,58,8.1,,,,,,1,1,1,1,0,,0,1997/4/4,2006/12/14,54036,0,1,0,0,0,,0
54041,弾崎,ハジキザキ,HAGIKIZAKI,,,,38.33,138.512,58,8.1,,,,,,1,1,1,1,0,,0,2006/12/15,2008/9/24,54041,0,0,0,4,0,,0
54041,弾崎,ハジキザキ,HAGIKIZAKI,,,,38.33,138.512,58,8.1,,,,,,1,1,1,1,0,,0,2008/9/25,2021/3/1,54041,0,4,4,0,0,,0
54041,弾崎,ハジキザキ,HAGIKIZAKI,,,,38.33,138.512,58,8.1,,,,,,1,1,1,2,0,,0,2021/3/2,2023/10/18,54041,0,0,0,6,0,,0
54041,弾崎,ハジキザキ,HAJIKIZAKI,,,,38.33,138.512,58,8.1,,,,,,1,1,1,2,0,,1,2023/10/19,9999-99-99,54041,0,0,0,0,0,,0
54056,高根,タカネ,TAKANE,,,,38.33,139.605,80,,,,,,,1,0,0,0,0,,0,1978/6/1,2016/11/20,54056,1,1,1,1,1,,1
54056,高根,タカネ,TAKANE,,,,38.33,139.603,85,,,,,,,1,0,0,0,0,,0,2016/11/21,9999-99-99,54056,0,0,0,0,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.213,139.485,10,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/27,54086,1,1,1,1,1,,1
54086,村上,ムラカミ,MURAKAMI,,,,38.213,139.485,10,8.4,,,,,,1,1,1,1,0,,0,1978/11/28,1986/6/18,54086,0,0,0,0,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.213,139.485,10,8.4,,,,,,1,1,1,1,0,,0,1986/6/19,1997/12/14,54086,0,0,0,1,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.4,,,,,,1,1,1,1,0,,0,1997/12/15,2006/11/9,54086,0,0,0,0,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.4,,,,,,1,1,1,1,0,,0,2006/11/10,2008/9/26,54086,0,0,0,4,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.4,,,,,,1,1,1,1,0,,0,2008/9/27,2021/3/1,54086,0,4,4,0,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.4,,,,,,1,1,1,2,0,,0,2021/3/2,2021/11/11,54086,0,0,0,6,0,,0
54086,村上,ムラカミ,MURAKAMI,,,,38.227,139.478,10,8.3,,,,,,1,1,1,2,0,,1,2021/11/12,9999-99-99,54086,0,0,0,0,0,,0
54096,鷲ケ巣山,ワシガスヤマ,WASHIGASUYAMA,,,,38.228,139.638,695,,,,,,,1,0,0,0,0,,0,1974/11/1,1980/11/7,54096,1,1,1,1,1,,1
54097,三面,ミオモテ,MIOMOTE,,,,38.247,139.605,50,,,,,,,1,0,0,0,0,,0,1981/6/1,2005/12/6,54097,1,1,1,1,1,,1
54097,三面,ミオモテ,MIOMOTE,,,,38.247,139.605,45,,,,,,,1,0,0,0,0,,0,2005/12/7,9999-99-99,54097,0,0,0,0,0,,0
54156,相川,アイカワ,AIKAWA,,,,38.023,138.24,35,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/14,54156,1,1,1,1,1,,1
54156,相川,アイカワ,AIKAWA,,,,38.023,138.24,35,13.7,,,,,,1,1,1,1,0,,0,1975/3/15,1986/12/31,54156,0,0,0,0,0,,0
54156,相川,アイカワ,AIKAWA,,,,38.023,138.24,35,13.7,,,,,,1,1,1,1,0,,0,1987/1/1,1995/7/7,54156,0,0,0,1,0,,0
54157,相川,アイカワ,AIKAWA,,,,38.028,138.24,6,33.6,,,,,,1,1,1,1,0,,0,1995/7/7,1997/2/7,54156,0,1,0,0,0,,0
54157,相川,アイカワ,AIKAWA,相川,アイカワ,AIKAWA,38.028,138.24,6,33.6,,,38.028,138.24,6,1,1,1,1,1,,0,1997/2/8,2008/3/25,54157,0,0,0,0,0,,0
54157,相川,アイカワ,AIKAWA,相川,アイカワ,AIKAWA,38.028,138.24,6,33.6,,,38.028,138.24,6,1,1,1,1,1,,0,2008/3/26,2011/5/25,54157,0,4,4,0,0,,0
54157,相川,アイカワ,AIKAWA,相川,アイカワ,AIKAWA,38.028,138.24,6,33.8,,,38.028,138.24,6,1,1,1,1,1,,0,2011/5/26,2021/3/1,54157,0,0,0,0,0,,0
54157,相川,アイカワ,AIKAWA,相川,アイカワ,AIKAWA,38.028,138.24,6,33.8,,,38.028,138.24,6,1,1,1,1,1,,1,2021/3/2,9999-99-99,54157,0,0,0,0,0,,0
54166,両津,リョウツ,RYOTSU,,,,38.062,138.408,30,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/23,54166,1,1,1,1,1,,1
54166,両津,リョウツ,RYOTSU,,,,38.062,138.408,30,14.7,,,,,,1,1,1,1,0,,0,1978/11/24,1987/6/16,54166,0,0,0,0,0,,0
54166,両津,リョウツ,RYOTSU,,,,38.062,138.408,30,14.7,,,,,,1,1,1,1,0,,0,1987/6/17,1992/10/25,54166,0,0,0,1,0,,0
54166,両津,リョウツ,RYOTSU,,,,38.073,138.44,2,18.8,,,,,,1,1,1,1,0,,0,1992/10/26,2009/1/13,54166,0,0,0,0,0,,0
54166,両津,リョウツ,RYOTSU,,,,38.073,138.44,2,18.8,,,,,,1,1,1,1,0,,0,2009/1/14,2021/3/1,54166,0,4,4,4,0,,0
54166,両津,リョウツ,RYOTSU,,,,38.073,138.44,2,18.8,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54166,0,0,0,6,0,,0
54167,秋津,アキツ,AKITSU,,,,38.06,138.413,30,8,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/28,54167,1,1,1,1,1,,1
54167,秋津,アキツ,AKITSU,,,,38.06,138.413,30,8,,,,,,1,1,1,0,0,,0,2009/1/29,2017/12/6,54167,0,4,4,0,0,,0
54167,秋津,アキツ,AKITSU,,,,38.06,138.413,30,10,,,,,,1,1,1,0,0,,0,2017/12/7,2020/10/7,54167,0,0,0,0,0,,0
54181,中条,ナカジョウ,NAKAJO,,,,38.052,139.393,17,6.5,,,,,,1,1,1,1,0,,0,1978/11/28,1984/5/9,54181,1,1,1,1,1,,1
54181,中条,ナカジョウ,NAKAJO,,,,38.06,139.408,27,11.9,,,,,,1,1,1,1,0,,0,1984/5/10,1987/4/9,54181,0,0,0,0,0,,0
54181,中条,ナカジョウ,NAKAJO,,,,38.06,139.408,27,11.9,,,,,,1,1,1,1,0,,0,1987/4/10,2009/1/8,54181,0,0,0,1,0,,0
54181,中条,ナカジョウ,NAKAJO,,,,38.06,139.408,27,11.9,,,,,,1,1,1,1,0,,0,2009/1/9,2021/1/25,54181,0,4,4,4,0,,0
54181,中条,ナカジョウ,NAKAJO,,,,38.077,139.388,14,10,,,,,,1,1,1,1,0,,0,2021/1/26,2021/3/1,54181,0,0,0,0,0,,0
54181,中条,ナカジョウ,NAKAJO,,,,38.077,139.388,14,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54181,0,0,0,6,0,,0
54191,下関,シモセキ,SHIMOSEKI,,,,38.09,139.563,36,,,,,,,1,0,0,0,0,,0,1975/5/29,1978/11/26,54191,1,1,1,1,1,,1
54191,下関,シモセキ,SHIMOSEKI,,,,38.09,139.563,36,6.5,,,,,,1,1,1,1,0,,0,1978/11/27,1980/10/28,54191,0,0,0,0,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.09,139.563,36,6.5,,,38.09,139.563,36,1,1,1,1,1,,0,1980/10/29,1986/6/19,54191,0,0,0,0,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.09,139.563,36,6.5,,,38.09,139.563,36,1,1,1,1,1,,0,1986/6/20,2007/12/10,54191,0,0,0,1,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.09,139.563,36,6.5,,,38.09,139.563,36,1,1,1,1,1,,0,2007/12/11,2008/3/25,54191,0,0,0,4,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.09,139.563,36,6.5,,,38.09,139.563,36,1,1,1,1,1,,0,2008/3/26,2008/7/1,54191,0,4,4,0,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.092,139.563,33,10,,,38.092,139.563,33,1,1,1,1,1,,0,2008/7/2,2021/3/1,54191,0,0,0,0,0,,0
54191,下関,シモセキ,SHIMOSEKI,下関,シモセキ,SHIMOSEKI,38.092,139.563,33,10,,,38.092,139.563,33,1,1,1,2,1,,0,2021/3/2,9999-99-99,54191,0,0,0,6,0,,0
54231,新潟,ニイガタ,NIIGATA,,,,37.913,139.048,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/10,54231,1,1,1,1,1,,1
54231,新潟,ニイガタ,NIIGATA,,,,37.913,139.048,2,15.9,,,,,,1,1,1,1,0,,0,1975/3/11,1981/4/1,54231,0,0,0,0,0,,0
54232,新潟,ニイガタ,NIIGATA,,,,37.912,139.047,2,18.5,,,,,,1,1,1,1,0,,0,1981/4/1,1985/12/31,54231,0,0,0,0,0,,0
54232,新潟,ニイガタ,NIIGATA,,,,37.912,139.047,2,18.5,,,,,,1,1,1,1,0,,0,1986/1/1,1997/2/5,54232,0,0,0,1,0,,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.912,139.047,2,18.5,,,37.912,139.047,2,1,1,1,1,1,,0,1997/2/6,2002/11/20,54232,0,0,0,0,0,,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.912,139.047,2,15,,,37.912,139.047,2,1,1,1,1,1,,0,2002/11/21,2008/3/25,54232,0,0,0,0,0,,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.912,139.047,2,15,,,37.912,139.047,2,1,1,1,1,1,,0,2008/3/26,2012/6/27,54232,0,4,4,0,0,,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.893,139.018,4,15.1,,,37.893,139.018,4,1,1,1,1,1,,0,2012/6/28,2021/3/1,54232,0,0,0,0,0,,0
54232,新潟,ニイガタ,NIIGATA,新潟,ニイガタ,NIIGATA,37.893,139.018,4,15.1,,,37.893,139.018,4,1,1,1,1,1,,1,2021/3/2,9999-99-99,54232,0,0,0,0,0,,0
54236,松浜,マツハマ,MATSUHAMA,,,,37.955,139.112,1,8.4,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/28,54236,1,1,1,1,1,,1
54236,松浜,マツハマ,MATSUHAMA,,,,37.955,139.112,1,8.4,,,,,,1,1,1,0,0,,0,2009/1/29,2021/11/29,54236,0,4,4,0,0,,0
54236,松浜,マツハマ,MATSUHAMA,松浜,マツハマ,MATSUHAMA,37.955,139.112,1,10,,,37.955,139.112,1,1,1,1,0,1,,0,2021/11/30,9999-99-99,54236,0,0,0,0,0,,0
54251,二王子岳,ニノウジダケ,NINOJIDAKE,,,,37.907,139.452,382,,,,,,,1,0,0,0,0,,0,1974/11/1,2009/11/2,54251,1,1,1,1,1,,1
54271,羽茂,ハモチ,HAMOCHI,,,,37.862,138.315,17,,,,,,,1,0,0,0,0,,0,1975/5/14,1978/11/23,54271,1,1,1,1,1,,1
54271,羽茂,ハモチ,HAMOCHI,,,,37.862,138.315,17,6.5,,,,,,1,1,1,1,0,,0,1978/11/24,1981/6/17,54271,0,0,0,0,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,6.5,,,,,,1,1,1,1,0,,0,1981/6/18,1985/11/18,54271,0,0,0,0,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,6.5,,,,,,1,1,1,1,0,,0,1985/11/19,2008/1/15,54271,0,0,0,1,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,6.5,,,,,,1,1,1,1,0,,0,2008/1/16,2008/3/25,54271,0,0,0,4,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,6.5,,,,,,1,1,1,1,0,,0,2008/3/26,2010/3/2,54271,0,4,4,0,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,10,,,,,,1,1,1,1,0,,0,2010/3/3,2021/3/1,54271,0,0,0,0,0,,0
54271,羽茂,ハモチ,HAMOCHI,,,,37.842,138.313,11,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54271,0,0,0,6,0,,0
54296,新津,ニイツ,NIITSU,,,,37.792,139.087,3,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/20,54296,1,1,1,1,1,,1
54296,新津,ニイツ,NIITSU,,,,37.792,139.087,3,6.5,,,,,,1,1,1,1,0,,0,1978/11/21,1982/10/4,54296,0,0,0,0,0,,0
54296,新津,ニイツ,NIITSU,村松,ムラマツ,MURAMATSU,37.792,139.087,3,6.5,,,37.663,139.26,70,1,1,1,1,1,,0,1982/10/5,1986/11/5,54296,0,0,0,0,0,,0
54296,新津,ニイツ,NIITSU,村松,ムラマツ,MURAMATSU,37.792,139.087,3,6.5,,,37.663,139.26,70,1,1,1,1,1,,0,1986/11/6,1995/10/5,54296,0,0,0,1,0,,0
54296,新津,ニイツ,NIITSU,,,,37.792,139.087,3,6.5,,,,,,1,1,1,1,0,,0,1995/10/6,1995/10/31,54296,0,0,0,0,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,6.5,,,37.792,139.087,3,1,1,1,1,1,,0,1995/11/1,2007/12/13,54296,0,0,0,0,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,6.5,,,37.792,139.087,3,1,1,1,1,1,,0,2007/12/14,2008/3/25,54296,0,0,0,4,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,6.5,,,37.792,139.087,3,1,1,1,1,1,,0,2008/3/26,2011/11/15,54296,0,4,4,0,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,10,,,37.792,139.087,3,1,1,1,1,1,,0,2011/11/16,2021/3/1,54296,0,0,0,0,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,10,,,37.792,139.087,3,1,1,1,2,1,,0,2021/3/2,2021/3/16,54296,0,0,0,6,0,,0
54296,新津,ニイツ,NIITSU,新津,ニイツ,NIITSU,37.792,139.087,3,10,,,37.792,139.087,3,1,1,1,2,1,,1,2021/3/17,9999-99-99,54296,0,0,0,0,0,,0
54301,瓢湖,ヒョウコ,HYOKO,,,,37.833,139.237,9,,,,,,,1,0,0,0,0,,0,2014/7/23,9999-99-99,54301,1,1,1,1,1,,1
54311,赤谷,アカダニ,AKADANI,,,,37.835,139.418,120,,,,,,,1,0,0,0,0,,0,1976/7/30,1987/12/6,54311,1,1,1,1,1,,1
54311,赤谷,アカダニ,AKADANI,,,,37.835,139.415,135,,,,,,,1,0,0,0,0,,0,1987/12/7,9999-99-99,54311,0,0,0,0,0,,0
54341,巻,マキ,MAKI,,,,37.763,138.91,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/21,54341,1,1,1,1,1,,1
54341,巻,マキ,MAKI,,,,37.763,138.91,2,6.5,,,,,,1,1,1,1,0,,0,1978/11/22,1987/10/8,54341,0,0,0,0,0,,0
54341,巻,マキ,MAKI,,,,37.763,138.91,2,6.5,,,,,,1,1,1,1,0,,0,1987/10/9,2009/1/19,54341,0,0,0,1,0,,0
54341,巻,マキ,MAKI,,,,37.768,138.913,2,10,,,,,,1,1,1,1,0,,0,2009/1/20,2021/3/1,54341,0,4,4,4,0,,0
54341,巻,マキ,MAKI,,,,37.768,138.913,2,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54341,0,0,0,6,0,,0
54356,宝珠山,ホウシュサン,HOSHUSAN,,,,37.778,139.288,200,,,,,,,1,0,0,0,0,,0,1974/11/1,2009/11/2,54356,1,1,1,1,1,,1
54386,寺泊,テラドマリ,TERADOMARI,,,,37.643,138.768,2,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/12/21,54386,1,1,1,1,1,,1
54386,寺泊,テラドマリ,TERADOMARI,,,,37.643,138.768,2,6.5,,,,,,1,1,1,1,0,,0,1978/12/22,1987/10/8,54386,0,0,0,0,0,,0
54386,寺泊,テラドマリ,TERADOMARI,,,,37.643,138.768,2,6.5,,,,,,1,1,1,1,0,,0,1987/10/9,2001/8/10,54386,0,0,0,1,0,,0
54387,寺泊,テラドマリ,TERADOMARI,,,,37.638,138.767,44,7.9,,,,,,1,1,1,1,0,,0,2001/8/10,2005/12/31,54387,1,1,1,1,1,,1
54387,寺泊,テラドマリ,TERADOMARI,,,,37.64,138.767,44,7.9,,,,,,1,1,1,1,0,,0,2006/1/1,2009/1/21,54387,0,0,0,0,0,,0
