#,Prefectural Development Bureau,AMeDAS station number,"Surface station station number (in the data,  it has 47 at the beginning)",Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Roman alphabet,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
295,AKITA,32701,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIGASHINARUSE,39,10.7,140,38.9,191,-,-,1976.7.27,-,-,-
296,AKITA,32771,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YUNOTAI,38,57.6,140,31.7,335,6.5,3,#1976.11.15,-,32955,湿度を除く
297,IWATE,33006,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TANEICHI,40,24.2,141,42,70,6.5,2,#1976.11.20,-,-,湿度を除く
298,IWATE,33026,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KARUMAI,40,19.5,141,28,148,10,2,#1976.11.21,-,-,湿度を除く
299,IWATE,33071,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NINOHE,40,17.9,141,17.9,87,6.5,2,#1976.11.22,-,33905,湿度を除く
300,IWATE,33086,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ONO,40,16.9,141,40,200,-,-,1975.5.23,-,-,-
301,IWATE,33136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YAMAGATA,40,8.9,141,34.3,290,10,2.5,1977.10.31,-,-,湿度を除く
302,IWATE,33146,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,KUJI,40,10.1,141,44.9,13,9.9,2,#1976.11.19,-,33960,-
303,IWATE,33166,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,ARAYA,40,6.2,141,3,290,10.1,2,1976.12.14,-,-,-
304,IWATE,33176,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OKUNAKAYAMA,40,3.6,141,13.5,430,10,2,1977.10.27,-,33915,湿度を除く
305,IWATE,33186,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KUZUMAKI,40,2.4,141,27.4,418,10,2,#1976.12.13,-,33920,湿度を除く
306,IWATE,33201,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SHIMOTOKUSARI,40,5.1,141,42.7,232,-,-,1978.12.21,-,-,-
307,IWATE,33206,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,FUDAI,40,0.2,141,53,8,9.4,2,1976.11.22,-,-,湿度を除く
308,IWATE,33226,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,IWATEMATSUO,39,57.1,141,3.9,275,10,2,#1976.12.1,-,33910,湿度を除く
309,IWATE,33231,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,IKKATAI,39,58.4,141,10,285,-,-,19906.9.3,-,-,-
310,IWATE,33296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KOMA,39,52.1,141,10,205,10,2,(1975.5.22)1976.12.14,-,-,湿度を除く
311,IWATE,33326,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,IWAIZUMI,39,50.8,141,47.7,105,9.9,2.5,#1976.11.24,-,33965,-
312,IWATE,33336,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OMOTO,39,50.8,141,57.8,3,10,2,1977.10.26,-,-,湿度を除く
313,IWATE,33351,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAKKONDA,39,46.6,140,56.7,350,-,-,1977.7.5,-,-,-
314,IWATE,33361,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAKIZAWA,39,46.8,141,5.8,210,-,-,2005.10.21,-,-,-
315,IWATE,33371,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YABUKAWA,39,47,141,19.7,680,10,2.5,(1975.11.13)1976.11.25,-,-,湿度を除く
316,IWATE,33421,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,SHIZUKUISHI,39,41.8,140,58.5,195,8.5,2.5,#1976.11.26,-,33925,湿度を除く
317,IWATE,33431,47584,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MORIOKA,39,41.9,141,9.9,155,15.5,-,#1975.4.1,-,33927,-
318,IWATE,33441,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KUZAKAI,39,39,141,21.2,734,10,2.5,1993.10.7,-,33955,湿度を除く
319,IWATE,33472,47585,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,MIYAKO,39,38.8,141,57.9,43,20.3,-,1990.10.18,-,33933,-
320,IWATE,33486,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SAWAUCHI,39,32.9,140,50.6,407,10,3,19909.7.11,-,-,湿度を除く
321,IWATE,33501,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIWA,39,32.8,141,7.6,125,10,2,1977.1.1,-,-,湿度を除く
322,IWATE,33526,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KAWAI,39,35.9,141,40.9,192,6.5,2,1977.12.2,-,-,湿度を除く
323,IWATE,33566,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KOMAGASHIRAYAMA,39,28.8,140,58.1,300,-,-,1983.11.16,-,-,-
324,IWATE,33576,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,HANAMAKI,39,25.7,141,8.1,90,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
325,IWATE,33581,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OHASAMA,39,28.2,141,16.7,150,10,2,#1976.11.18,-,-,湿度を除く
326,IWATE,33596,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TSUKIMOSHI,39,27.4,141,30.4,440,-,-,2005.10.20,-,-,-
327,IWATE,33611,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OTSUCHI,39,26.3,141,48.4,120,-,-,2000.11.17,-,-,-
328,IWATE,33616,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YAMADA,39,27,141,57.4,24,6.5,2,(1975.5.22)1976.11.19,-,-,湿度を除く
329,IWATE,33631,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,YUDA,39,18.6,140,46.6,250,9.9,3.5,#1976.2.26,-,33935,-
330,IWATE,33671,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,TOONO,39,20.3,141,32.6,275,10.1,2,#1976.11.22,-,33930,-
331,IWATE,33711,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KANEGASAKI,39,13.5,141,0.9,170,-,-,2005.10.19,-,-,-
332,IWATE,33716,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KITAKAMI,39,17.3,141,6.6,61,6.5,2,#1976.12.4,-,33940,湿度を除く
333,IWATE,33726,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,YONESATO,39,14,141,18.6,170,-,-,1976.9.9,-,-,-
334,IWATE,33751,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KAMAISHI,39,16.2,141,52.7,5,10,2,#1976.11.20,-,-,湿度を除く
335,IWATE,33776,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,WAKAYANAGI,39,8.4,141,3.8,97,10,2,#1976.11.26,-,-,湿度を除く
336,IWATE,33781,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ESASHI,39,11,141,9.7,42,10,2,#1976.11.25,-,-,湿度を除く
337,IWATE,33801,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SUMITA,39,8.5,141,34.4,80,10,2,1977.10.20,-,-,湿度を除く
338,IWATE,33831,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,MATSURUBE,39,0.7,140,51.9,350,-,-,1975.5.21,-,33945,-
339,IWATE,33841,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KOROMOGAWA,39,3,141,2.7,75,-,-,1975.5.25,-,-,-
340,IWATE,33856,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,DAITO,39,2.3,141,17.8,140,-,-,2005.10.18,-,-,-
341,IWATE,33877,47512,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,OFUNATO,39,3.8,141,42.8,37,22.2,-,#1990.3.15,-,33947,-
342,IWATE,33911,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,ICHINOSEKI,38,56,141,7.5,32,10.1,2,#1976.2.15,-,33950,-
343,IWATE,33921,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SEMMAYA,38,55.3,141,19.8,120,10,2,#1976.11.27,-,-,湿度を除く
344,MIYAGI,34012,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KOMANOYU,38,54.8,140,49.7,525,6.5,2.5,1976.11.29,-,34906,湿度を除く
345,MIYAGI,34026,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KESENNUMA,38,54.4,141,33.4,62,10,1.5,#1976.12.2,-,-,湿度を除く
346,MIYAGI,34056,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,UGUISUZAWA,38,48.3,140,56.9,33,-,-,2001.9.27,-,-,-
347,MIYAGI,34096,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KAWATABI,38,44.6,140,45.6,170,10,2,1976.12.4,-,34900,湿度を除く
348,MIYAGI,34111,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TSUKIDATE,38,44.1,141,0.3,25,6.6,2.3,#1976.2.23,-,-,-
349,MIYAGI,34171,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YONEYAMA,38,37.6,141,11.3,5,6.5,2,(1975.5.21)1976.11.30,-,-,湿度を除く
350,MIYAGI,34186,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIZUGAWA,38,40.9,141,26.9,39,10,2,#1976.12.1,-,-,湿度を除く
351,MIYAGI,34206,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMI,38,34.3,140,43.6,195,-,-,2005.10.21,-,-,-
352,MIYAGI,34216,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,FURUKAWA,38,35.9,140,54.7,28,6.6,1.8,#1976.12.3,-,34910,-
353,MIYAGI,34241,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,OGATSU,38,31.2,141,27.9,24,-,-,1975.5.13,-,-,-
354,MIYAGI,34262,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,IZUMIGADAKE,38,24.4,140,43.3,630,-,-,2005.10.26,-,-,-
355,MIYAGI,34266,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OHIRA,38,28.4,140,53.3,57,10,1.5,#1976.12.3,-,-,湿度を除く
356,MIYAGI,34276,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KASHIMADAI,38,27.6,141,5.5,3,10,2,#1976.12.1,-,-,湿度を除く
357,MIYAGI,34292,47592,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,ISHINOMAKI,38,25.6,141,17.9,43,28.6,-,1990.1.25,-,34913,-
358,MIYAGI,34296,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ONAGAWA,38,26.8,141,27,38,10,1.5,19903.5.13,-,-,湿度を除く
359,MIYAGI,34311,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NIKKAWA,38,18.2,140,38.2,265,10.1,2,#1976.11.30,-,34915,-
360,MIYAGI,34331,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SHIOGAMA,38,20.3,141,0.8,105,10,1.5,(1975.5.21)1976.11.30,-,-,湿度を除く
361,MIYAGI,34392,47590,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,SENDAI,38,15.7,140,53.8,39,52.6,-,#1982.3.1,-,34917,-
362,MIYAGI,34436,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,NATORI,38,8.3,140,55,2,9.9,-,2003.1.1,-,34965,日照・湿度・気圧を除く
363,MIYAGI,34461,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,SHIROISHI,38,0.9,140,36.7,86,10.1,1.7,#1976.11.25,-,34920,-
364,MIYAGI,34462,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,ZAO,38,7.6,140,40.8,112,6.6,1.5,2005.10.27,-,-,-
365,MIYAGI,34471,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,WATARI,38,1.5,140,51.5,4,10,1.5,#1976.11.29,-,-,湿度を除く
366,MIYAGI,34506,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,MARUMORI,37,55.9,140,46.7,18,10,1.5,1977.11.4,-,-,湿度を除く
367,MIYAGI,34526,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HIPPO,37,49.6,140,43.7,305,-,-,1978.11.10,-,-,-
368,YAMAGATA,35002,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TOBISHIMA,39,11,139,32.6,58,20.4,1.6,1987.11.10,-,-,-
369,YAMAGATA,35052,47587,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,SAKATA,38,54.5,139,50.6,3,26.6,-,#1984.2.9,-,35955,-
370,YAMAGATA,35056,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SAKATAOSAWA,38,57.9,139,59.9,65,-,-,19909.12.20,-,-,-
371,YAMAGATA,35071,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,SASUNABE,38,55.1,140,12,88,9,3.5,#1976.11.30,-,-,湿度を除く
372,YAMAGATA,35086,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,HAMANAKA,38,48.7,139,47.2,22,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
373,YAMAGATA,35116,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KANEYAMA,38,52.7,140,19.9,170,10,1.5,#1976.11.29,-,35900,湿度を除く
374,YAMAGATA,35141,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,TSURUOKA,38,44.1,139,49.7,16,10.1,2.5,#1976.12.2,-,-,-
375,YAMAGATA,35146,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KARIKAWA,38,48,139,58.4,17,10,3,#1976.12.2,-,35905,湿度を除く
376,YAMAGATA,35162,47520,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,SHINJO,38,45.4,140,18.7,105,31.6,-,#1985.11.1,-,35907,-
377,YAMAGATA,35171,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,SEMI,38,45.3,140,24.8,150,-,-,#,-,-,-
378,YAMAGATA,35176,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,MUKAIMACHI,38,45.5,140,31,212,10,3.5,(1974.12.18)1976.11.26,-,35950,湿度を除く
379,YAMAGATA,35201,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,Y,KUSHIBIKI,38,40.3,139,50.9,33,-,-,#,-,35910,-
380,YAMAGATA,35216,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HIJIORI,38,36.4,140,9.8,330,8.5,1.5,1976.11.27,-,35920,湿度を除く
381,YAMAGATA,35231,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,OBANAZAWA,38,36.5,140,24.7,106,8.9,3.2,(1975.5.23)1976.3.8,-,35915,-
382,YAMAGATA,35246,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,NEZUGASEKI,38,34,139,33.1,18,10.2,2,(1975.5.23)1976.12.3,-,-,-
383,YAMAGATA,35256,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ARASAWA,38,30.5,139,46.9,272,-,-,1979.4.11,-,-,-
384,YAMAGATA,35332,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,MURAYAMA,38,27.6,140,20.9,80,6.7,2,2002.6.4,-,-,-
385,YAMAGATA,35334,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,N,HIGASHINE,38,24.7,140,22.2,105,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
386,YAMAGATA,35361,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OISAWA,38,23.4,139,59.6,440,10,1.5,1978.12.20,-,35925,湿度を除く
387,YAMAGATA,35376,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,ATERAZAWA,38,22.2,140,11.5,133,6.5,2,#1976.12.3,-,35945,湿度を除く
388,YAMAGATA,35426,47588,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,YAMAGATA,38,15.3,140,20.7,153,14.9,-,#1975.3.17,-,35927,-
389,YAMAGATA,35456,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NAGAI,38,6.3,140,0.9,210,9,3,#1976.12.10,-,35930,湿度を除く
390,YAMAGATA,35466,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAMINOYAMANAKAYAMA,38,7,140,12.8,270,-,-,2005.10.25,-,-,-
391,YAMAGATA,35486,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,OGUNI,38,4.7,139,44.1,140,10,4,#1976.12.8,-,35935,湿度を除く
392,YAMAGATA,35511,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TAKAHATA,38,0.2,140,12.4,220,10,1.5,1976.12.9,-,-,湿度を除く
393,YAMAGATA,35537,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NAKATSUGAWA,37,54.6,139,50.6,390,-,-,1981.7.1,-,-,-
394,YAMAGATA,35541,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,TAKAMINE,37,59.4,139,57.2,260,10,1.5,#1976.11.22,-,-,湿度を除く
395,YAMAGATA,35552,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,YONEZAWA,37,54.7,140,8.6,245,9.3,2.5,2005.12.1,-,35940,-
396,FUKUSHIMA,36056,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,MONIWA,37,53.5,140,26.2,200,6.5,3,1992.10.23,-,36950,湿度を除く
397,FUKUSHIMA,36066,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YANAGAWA,37,51.1,140,35.3,43,9.4,1.5,#1976.12.6,-,-,湿度を除く
398,FUKUSHIMA,36106,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HIBARA,37,43.3,140,3.5,824,9.4,4,1978.10.26,-,-,湿度を除く
399,FUKUSHIMA,36127,47595,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,Y,FUKUSHIMA,37,45.5,140,28.2,67,-,-,2021.3.18,-,36955,気温、雨、日照
400,FUKUSHIMA,36127,47595,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,Y,FUKUSHIMA,37,46.1,140,26.1,88,12,-,2021.3.18,-,-,風
401,FUKUSHIMA,36151,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,SOMA,37,47,140,55.5,9,6.5,1.5,#1976.12.7,-,-,-
402,FUKUSHIMA,36176,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KITAKATA,37,39.5,139,51.8,212,10,3.5,#1976.12.13,-,-,湿度を除く
403,FUKUSHIMA,36196,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,WASHIKURA,37,40.1,140,15.6,1220,6.5,3,1976.11.16,-,-,湿度を除く
404,FUKUSHIMA,36221,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,IITATE,37,39.9,140,43.6,463,10,1.5,1976.12.4,-,-,湿度を除く
405,FUKUSHIMA,36231,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HARAMACHI,37,38.3,140,59,17,-,-,#,-,-,-
406,FUKUSHIMA,36251,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,NISHIAIZU,37,35.3,139,39.4,165,10,3.5,(1975.5.21)1976.11.24,-,36905,湿度を除く
407,FUKUSHIMA,36276,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,INAWASHIRO,37,33.1,140,6.5,519,9.9,3.5,#1976.11.30,-,36910,-
408,FUKUSHIMA,36291,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NIHOMMATSU,37,35,140,25.8,235,10,1.5,#1976.12.3,-,-,湿度を除く
409,FUKUSHIMA,36307,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TSUSHIMA,37,33.6,140,45.2,400,-,-,1977.3.23,-,-,-
410,FUKUSHIMA,36342,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,KANEYAMA,37,28.4,139,31.7,296,10,4.5,2007.12.19,-,36921,湿度を除く
411,FUKUSHIMA,36361,47570,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,WAKAMATSU,37,29.3,139,54.6,212,19.1,-,#1975.3.17,-,36923,-
412,FUKUSHIMA,36391,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,FUNEHIKI,37,26.1,140,34.6,421,6.5,1.5,#1976.12.2,-,-,-
413,FUKUSHIMA,36411,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,NAMIE,37,29.5,140,57.9,43,10,1.5,#1976.12.8,-,-,湿度を除く
414,FUKUSHIMA,36426,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,TADAMI,37,20.6,139,18.8,377,10.5,4.5,1976.7.20,-,36915,湿度を除く
415,FUKUSHIMA,36461,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KONAN,37,23.3,140,5.4,536,-,-,1982.6.18,-,-,-
416,FUKUSHIMA,36476,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,KOORIYAMA,37,22.1,140,19.8,249,6.4,1.5,#1976.3.12,-,-,-
417,FUKUSHIMA,36501,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,KAWAUCHI,37,20.2,140,48.5,410,10,1.5,1976.11.30,-,-,湿度を除く
418,FUKUSHIMA,36511,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOMIOKA,37,20.8,141,1,50,-,-,#,-,-,-
419,FUKUSHIMA,36536,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,Y,NANGO,37,15.9,139,32.2,494,7.9,4.3,#1976.11.19,-,36925,-
420,FUKUSHIMA,36562,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,YUMOTO,37,16.6,140,3.8,646,9.9,2.5,1988.10.5,-,36945,湿度を除く
421,FUKUSHIMA,36571,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NAGANUMA,37,17.3,140,13.1,317,-,-,1978.8.8,-,-,-
422,FUKUSHIMA,36581,-,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,N,Y,TAMAKAWA,37,13.6,140,25.6,372,10,-,2003.1.1,-,36965,日照・湿度・気圧を除く
423,FUKUSHIMA,36591,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ONONIIMACHI,37,17.2,140,37.5,433,10,1.5,#1976.12.1,-,-,湿度を除く
424,FUKUSHIMA,36597,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KAWAMAE,37,14.8,140,43.4,492,-,-,19906.12.3,-,-,-
425,FUKUSHIMA,36611,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HIRONO,37,14,141,0,43,10,1.5,(1975.5.22)1976.12.13,-,-,湿度を除く
426,FUKUSHIMA,36641,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,TAJIMA,37,12.4,139,47.7,544,10,3,#1976.11.18,-,36935,湿度を除く
427,FUKUSHIMA,36667,47597,M,Ground Weather Observation Equipment,Y,Y,Y,Y,Y,Y,Y,SHIRAKAWA,37,7.9,140,12.9,355,45.3,-,1994.1.28,-,36937,-
428,FUKUSHIMA,36676,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,ISHIKAWA,37,8.8,140,27.6,290,10,1.5,#1976.11.26,-,-,湿度を除く
429,FUKUSHIMA,36716,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,Y,HINOEMATA,37,0.6,139,22.5,973,10,4.5,1978.10.31,-,36940,湿度を除く
430,FUKUSHIMA,36726,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TATEIWA,37,5.5,139,31.9,690,-,-,1978.8.9,-,-,-
431,FUKUSHIMA,36781,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TAIRA,37,3.9,140,52.6,12,-,-,#,-,-,-
432,FUKUSHIMA,36821,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,HIGASHISHIRAKAWA,36,56.3,140,24.5,183,6.4,1.5,#1976.11.25,-,-,-
433,FUKUSHIMA,36836,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,YAMADA,36,56,140,44,25,10,1.5,19901.3.6,-,-,湿度を除く
434,FUKUSHIMA,36846,47598,M,Ground Weather Observation Equipment,Y,Y,N,N,N,Y,N,ONAHAMA,36,56.8,140,54.2,3,-,-,#1975.3.17,-,-,気温、雨、日照
435,FUKUSHIMA,36846,47598,M,Ground Weather Observation Equipment,N,N,Y,Y,N,Y,N,ONAHAMA,36,57.8,140,53,5,20,-,#1975.3.17,-,-,風
436,IBARAKI,40041,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,HANAZONO,36,52.1,140,38.2,370,-,-,#,-,-,-
437,IBARAKI,40046,-,4,Wired Robot Weather Station,Y,Y,Y,Y,Y,ES,N,OTSU,36,50,140,46.3,5,9.9,1.5,#1978.1.18,-,-,-
438,IBARAKI,40061,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,DAIGO,36,46.7,140,20.7,120,10,1.5,#1978.1.13,-,-,湿度を除く
439,IBARAKI,40066,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,TOKUDA,36,46.7,140,28.9,270,-,-,1977.7.15,-,-,-
440,IBARAKI,40076,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,ONO,36,44.6,140,35.6,395,-,-,1985.6.5,-,-,-
441,IBARAKI,40091,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,OSE,36,36.4,140,19.5,95,6.5,1.5,1978.12.20,-,-,湿度を除く
442,IBARAKI,40126,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,NAKANO,36,30.9,140,28.4,17,-,-,1977.7.13,-,-,-
443,IBARAKI,40136,-,4,Wired Robot Weather Station,Y,Y,Y,Y,N,ES,N,HITACHI,36,34.8,140,38.7,34,10,1.5,(1975.5.20)1978.1.18,-,-,湿度を除く
444,IBARAKI,40181,-,R,Wired Robot Rain Gauge,Y,N,N,N,N,N,N,KYOWA,36,20,140,2,40,-,-,1982.6.23,-,-,-
