地点番号 観測点の種類（※1） 観測要素_気温 観測要素_降水量 観測要素_風向 観測要素_風速 観測要素_日照時間(※2) 観測要素_積雪深 観測要素_湿度 観測要素_気圧 緯度（[度, 分]） 経度（[度, 分]） 標高（m） 観測所名_漢字 観測所名_カタカタ 観測所名_アルファベット
	※1：Aは管区気象台・地方気象台・沖縄気象台、Bは測候所・特別地域気象観測所（元測候所）、Cは通常のアメダス、Dは父島気象観測所、Eは南鳥島気象観測所、Fは富士山特別気象観測所
	※2：Yevは、観測ではなく推計気象分布に基づく推定値で、2021年3月2日から気象官署・特別地域気象観測所を除く地域気象観測所において提供
11001, C, Y, Y, Y, Y, Yev, N, Y, N, [45,31.2], [141,56.1], 26, 宗谷岬, ソウヤミサキ, Cape Soya
40046, C, Y, Y, Y, Y, Yev, N, Y, N, [36,50.0], [140,46.3], 5, 北茨城, キタイバラキ, KitaIbaraki
40061, C, Y, Y, Y, Y, Yev, N, N, N, [36,46.7], [140,20.7], 120, 大子, ダイゴ, Daigo
40066, C, N, Y, N, N, N, N, N, N, [36,46.7], [140,28.9], 270, 徳田, トクダ, Tokuda
40076, C, N, Y, N, N, N, N, N, N, [36,44.6], [140,35.6], 395, 大能, オオノウ, Ono
40091, C, Y, Y, Y, Y, Yev, N, N, N, [36,36.4], [140,19.5], 95, 常陸大宮, ヒタチオオミヤ, Hitachi-omiya
40126, C, N, Y, N, N, N, N, N, N, [36,30.9], [140,28.4], 17, 中野, ナカノ, Nakano
40136, C, Y, Y, Y, Y, Yev, N, N, N, [36,34.8], [140,38.7], 34, 日立, ヒタチ, Hitachi
40181, C, N, Y, N, N, N, N, N, N, [36,20.0], [140,2.0], 40, 門井, カドイ, Kadoi
40191, C, Y, Y, Y, Y, Yev, N, N, N, [36,23.7], [140,14.4], 72, 笠間, カサマ, Kasama
40201, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,22.8], [140,28.0], 29, 水戸, ミト, Mito
40221, C, Y, Y, Y, Y, Yev, N, N, N, [36,12.1], [139,43.0], 20, 古河, コガ, Koga
40231, C, Y, Y, Y, Y, Yev, N, N, N, [36,16.9], [139,59.3], 24, 下館, シモダテ, Shimodate
40241, C, N, Y, N, N, N, N, N, N, [36,14.0], [140,11.3], 27, 柿岡, カキオカ, Kakioka
40251, C, N, Y, N, N, N, N, N, N, [36,14.2], [140,19.5], 25, 美野里, ミノリ, Minori
40281, C, Y, Y, Y, Y, Yev, N, N, N, [36,10.1], [139,56.7], 20, 下妻, シモツマ, Shimotsuma
40311, C, Y, Y, Y, Y, Yev, N, Y, N, [36,10.1], [140,31.6], 32, 鉾田, ホコタ, Hokota
40326, C, N, Y, N, N, N, N, N, N, [36,2.1], [139,53.6], 16, 坂東, バンドウ, Bando
40336, C, Y, Y, Y, Y, Y, Y, N, N, [36,3.4], [140,7.5], 25, つくば, ツクバ, Tsukuba
40341, C, Y, Y, Y, Y, Yev, N, N, N, [36,6.2], [140,13.2], 26, 土浦, ツチウラ, Tsuchiura
40391, C, N, Y, N, N, N, N, N, N, [35,57.6], [140,19.2], 25, 江戸崎, エドサキ, Edosaki
40406, C, Y, Y, Y, Y, Yev, N, N, N, [35,57.8], [140,37.3], 37, 鹿嶋, カシマ, Kashima
40426, C, Y, Y, Y, Y, Yev, N, N, N, [35,53.4], [140,12.7], 4, 龍ケ崎, リュウガサキ, Ryugasaki
41011, C, Y, Y, Y, Y, Yev, Y, Y, N, [37,7.4], [140,2.1], 749, 那須高原, ナスコウゲン, Nasu Highlands
41076, C, Y, Y, Y, Y, Yev, N, N, N, [36,55.3], [139,41.7], 620, 五十里, イカリ, Ikari
41091, C, Y, Y, Y, Y, Yev, N, Y, N, [36,58.9], [140,1.1], 343, 黒磯, クロイソ, Kuroiso
41116, C, Y, Y, Y, Y, Yev, Y, N, N, [36,53.5], [139,34.1], 925, 土呂部, ドロブ, Dorobu
41141, C, Y, Y, Y, Y, Yev, N, Y, N, [36,50.4], [140,2.1], 188, 大田原, オオタワラ, Otawara
41166, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,44.3], [139,30.0], 1292, 奥日光, オクニッコウ, Oku-Nikko
41172, C, Y, Y, Y, Y, Yev, N, N, N, [36,45.0], [139,36.9], 561, 日光東町, ニッコウヒガシマチ, Nikkohigashimachi
41181, C, Y, Y, Y, Y, Yev, N, N, N, [36,45.4], [139,53.0], 225, 塩谷, シオヤ, Shioya
41211, C, N, Y, N, N, N, N, N, N, [36,38.8], [139,26.9], 650, 足尾, アシオ, Ashio
41241, C, N, Y, N, N, N, N, N, N, [36,36.4], [139,59.9], 148, 高根沢, タカネザワ, Takanezawa
41247, C, Y, Y, Y, Y, Yev, N, N, N, [36,38.5], [140,7.0], 82, 那須烏山, ナスカラスヤマ, Nasu-Karasuyama
41271, C, Y, Y, Y, Y, Yev, N, N, N, [36,35.5], [139,44.1], 165, 鹿沼, カヌマ, Kanuma
41277, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,32.9], [139,52.1], 119, 宇都宮, ウツノミヤ, Utsunomiya
41311, C, N, Y, N, N, N, N, N, N, [36,25.9], [139,35.4], 120, 葛生, クズウ, Kuzuu
41331, C, Y, Y, Y, Y, Yev, N, N, N, [36,28.6], [139,59.2], 91, 真岡, モオカ, Mooka
41356, C, N, Y, N, N, N, N, N, N, [36,20.5], [139,27.7], 35, 足利, アシカガ, Ashikaga
41361, C, Y, Y, Y, Y, Yev, N, N, N, [36,21.8], [139,34.2], 68, 佐野, サノ, Sano
41371, C, N, Y, N, N, N, N, N, N, [36,22.4], [139,42.2], 65, 栃木, トチギ, Tochigi
41376, C, Y, Y, Y, Y, Yev, N, N, N, [36,20.3], [139,49.8], 44, 小山, オヤマ, Oyama
42046, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,51.8], [139,3.5], 700, 藤原, フジワラ, Fujiwara
42091, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,46.4], [138,57.9], 524, みなかみ, ミナカミ, Minakami
42106, C, N, Y, N, N, N, N, N, N, [36,46.3], [139,14.3], 861, 片品, カタシナ, Katashina
42121, C, Y, Y, Y, Y, Yev, Y, N, N, [36,37.0], [138,35.5], 1223, 草津, クサツ, Kusatsu
42146, C, Y, Y, Y, Y, Yev, N, Y, N, [36,40.1], [139,1.3], 390, 沼田, ヌマタ, Numata
42186, C, Y, Y, Y, Y, Yev, N, N, N, [36,35.2], [138,51.0], 354, 中之条, ナカノジョウ, Nakanojo
42221, C, Y, Y, Y, Y, Yev, N, N, N, [36,27.8], [138,27.8], 1230, 田代, タシロ, Tashiro
42241, C, N, Y, N, N, N, N, N, N, [36,28.3], [138,52.4], 1088, 榛名山, ハルナサン, Mt. Haruna
42251, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,24.3], [139,3.6], 112, 前橋, マエバシ, Maebashi
42261, C, N, Y, N, N, N, N, N, N, [36,30.1], [139,17.0], 285, 黒保根, クロホネ, kurohone
42266, C, Y, Y, Y, Y, Yev, N, N, N, [36,24.6], [139,19.5], 117, 桐生, キリュウ, Kiryu
42286, C, Y, Y, Y, Y, Yev, N, N, N, [36,22.6], [138,53.7], 183, 上里見, カミサトミ, Kami-Satomi
42302, C, Y, Y, Y, Y, Yev, N, N, N, [36,19.9], [139,9.9], 64, 伊勢崎, イセサキ, Isesaki
42326, C, Y, Y, Y, Y, Yev, N, N, N, [36,14.7], [138,42.4], 375, 西野牧, ニシノマキ, Nishinomaki
42341, C, N, Y, N, N, N, N, N, N, [36,14.5], [139,4.2], 95, 藤岡, フジオカ, Fujioka
42366, C, Y, Y, Y, Y, Yev, N, N, N, [36,14.4], [139,30.8], 23, 館林, タテバヤシ, Tatebayashi
42396, C, Y, Y, Y, Y, Yev, N, N, N, [36,6.5], [138,53.8], 357, 神流, カンナ, Kanna
43051, C, Y, Y, Y, Y, Yev, N, N, N, [36,6.3], [139,11.0], 128, 寄居, ヨリイ, Yorii
43056, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,9.0], [139,22.8], 30, 熊谷, クマガヤ, Kumagaya
43091, C, N, Y, N, N, N, N, N, N, [36,3.2], [138,58.8], 275, 上吉田, カミヨシダ, Kamiyoshida
43121, C, N, Y, N, N, N, N, N, N, [36,3.9], [139,31.3], 15, 鴻巣, コウノス, Konosu
43126, C, Y, Y, Y, Y, Yev, N, N, N, [36,5.2], [139,38.1], 12, 久喜, クキ, Kuki
43151, C, N, Y, N, N, N, N, N, N, [35,55.6], [138,55.4], 975, 三峰, ミツミネ, Mitsumine
43156, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,59.4], [139,4.4], 232, 秩父, チチブ, Chichibu
43157, C, N, Y, N, N, N, N, N, N, [35,55.2], [139,4.2], 400, 浦山, ウラヤマ, Urayama
43162, C, N, Y, N, N, N, N, N, N, [35,59.4], [139,12.4], 295, ときがわ, トキガワ, Tokigawa
43171, C, Y, Y, Y, Y, Yev, N, N, N, [35,59.1], [139,20.1], 44, 鳩山, ハトヤマ, Hatoyama
43231, C, N, Y, N, N, N, N, N, N, [35,50.3], [139,19.3], 84, 飯能, ハンノウ, Hanno
43241, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,52.5], [139,35.2], 8, さいたま, サイタマ, Saitama
43256, C, Y, Y, Y, Y, Yev, N, Y, N, [35,53.0], [139,45.4], 3, 越谷, コシガヤ, Koshigaya
43266, C, Y, Y, Y, Y, Yev, N, N, N, [35,46.4], [139,24.8], 119, 所沢, トコロザワ, Tokorozawa
44046, C, Y, Y, Y, Y, Yev, N, Y, N, [35,47.5], [139,3.0], 530, 小河内, オゴウチ, Ogochi
44051, C, N, Y, N, N, N, N, N, N, [35,44.1], [139,7.4], 420, 小沢, オザワ, Ozawa
44056, C, Y, Y, Y, Y, Yev, N, N, N, [35,47.3], [139,18.7], 155, 青梅, オウメ, Ome
44071, C, Y, Y, Y, Y, Yev, N, N, N, [35,44.3], [139,35.5], 51, 練馬, ネリマ, Nerima
44112, C, Y, Y, Y, Y, Yev, N, N, N, [35,40.0], [139,19.0], 123, 八王子, ハチオウジ, Hachioji
44116, C, Y, Y, Y, Y, Yev, N, N, N, [35,41.0], [139,29.0], 59, 府中, フチュウ, Fuchu
44126, C, N, Y, N, N, N, N, N, N, [35,37.6], [139,37.2], 35, 世田谷, セタガヤ, Setagaya
44132, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,41.5], [139,45.0], 25, 東京, トウキョウ, Tokyo
44136, C, Y, Y, Y, Y, Yev, N, N, N, [35,38.3], [139,51.8], 5, 江戸川臨海, エドガワリンカイ, Edogawa Seaside
44166, C, Y, Y, Y, Y, N, N, N, N, [35,33.2], [139,46.8], 6, 羽田, ハネダ：東京国際空港, Haneda
44172, B, Y, Y, Y, Y, Y, N, Y, Y, [34,44.9], [139,21.7], 74, 大島, オオシマ, Oshima Island
44173, C, Y, Y, Y, Y, N, N, N, N, [34,46.9], [139,21.6], 38, 大島北ノ山, オオシマキタノヤマ：大島空港, Oshima-Kitanoyama
44191, C, N, Y, N, N, N, N, N, N, [34,31.7], [139,16.9], 100, 利島, トシマ, Toshima Island
44207, C, Y, Y, Y, Y, N, N, N, N, [34,22.1], [139,16.1], 29, 新島, ニイジマ：新島空港, Niijima Island
44216, C, Y, Y, Y, Y, N, N, N, N, [34,11.3], [139,8.0], 138, 神津島, コウヅシマ：神津島空港, Kozushima Island
44226, B, Y, Y, Y, Y, Y, N, Y, Y, [34,7.4], [139,31.2], 38, 三宅島, ミヤケジマ, Miyakejima Island
44228, C, Y, Y, Y, Y, N, N, N, N, [34,4.4], [139,33.6], 20, 三宅坪田, ミヤケツボタ：三宅島空港, Miyake-Tsubota
44262, C, Y, Y, Y, Y, N, N, N, N, [33,6.9], [139,47.1], 92, 八重見ヶ原, ヤエミガハラ：八丈島空港, Yaemigahara
44263, B, Y, Y, Y, Y, Y, N, Y, Y, [33,7.3], [139,46.7], 151, 八丈島, ハチジョウジマ, Hachijojima Island
44281, C, N, Y, N, N, N, N, N, N, [32,28.0], [139,45.6], 272, 青ヶ島, アオガシマ, Aogashima Island
44301, D, Y, Y, Y, Y, Y, N, Y, Y, [27,5.5], [142,11.4], 3, 父島, チチジマ, Chichijima Island
44316, C, N, Y, N, N, N, N, N, N, [26,38.1], [142,9.7], 32, 母島, ハハジマ, Hahajima Island
44356, E, Y, Y, Y, Y, Y, N, Y, Y, [24,17.3], [153,59.0], 7, 南鳥島, ミナミトリシマ, Minamitorishima Island
45061, C, Y, Y, Y, Y, Yev, N, N, N, [35,51.8], [140,6.6], 20, 我孫子, アビコ, Abiko
45081, C, Y, Y, Y, Y, Yev, N, Y, N, [35,51.5], [140,30.1], 37, 香取, カトリ, Katori
45086, C, N, Y, N, N, N, N, N, N, [35,47.7], [140,40.9], 52, 東庄, トウノショウ, Tonosho
45106, C, Y, Y, Y, Y, Yev, N, N, N, [35,42.7], [140,2.6], 28, 船橋, フナバシ, Funabashi
45116, C, Y, Y, Y, Y, Yev, N, Y, N, [35,43.7], [140,12.7], 5, 佐倉, サクラ, Sakura
45121, C, Y, Y, Y, Y, N, N, N, N, [35,45.8], [140,23.1], 41, 成田, ナリタ：成田国際空港, Narita
45147, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,44.3], [140,51.4], 20, 銚子, チョウシ, Choshi
45181, C, Y, Y, Y, Y, Yev, N, Y, N, [35,39.3], [140,30.3], 5, 横芝光, ヨコシバヒカリ, Yokoshibahikari
45212, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,36.1], [140,6.2], 3, 千葉, チバ, Chiba
45261, C, Y, Y, Y, Y, Yev, N, Y, N, [35,26.2], [140,17.6], 11, 茂原, モバラ, Mobara
45282, C, Y, Y, Y, Y, Yev, N, Y, N, [35,21.7], [139,56.4], 60, 木更津, キサラヅ, Kisarazu
45291, C, Y, Y, Y, Y, Yev, N, Y, N, [35,23.8], [140,8.9], 30, 牛久, ウシク, Ushiku
45326, C, Y, Y, Y, Y, Yev, N, Y, N, [35,14.1], [140,5.9], 120, 坂畑, サカハタ, Sakahata
45331, C, N, Y, N, N, N, N, N, N, [35,15.1], [140,12.9], 70, 大多喜, オオタキ, Otaki
45346, C, N, Y, N, N, N, N, N, N, [35,7.3], [139,50.2], 10, 鋸南, キョナン, Kyonan
45361, C, Y, Y, Y, Y, Yev, N, Y, N, [35,6.7], [140,6.0], 5, 鴨川, カモガワ, Kamogawa
45371, B, Y, Y, Y, Y, Y, N, Y, Y, [35,9.0], [140,18.7], 12, 勝浦, カツウラ, Katsuura
45401, B, Y, Y, Y, Y, Y, N, Y, Y, [34,59.2], [139,51.9], 6, 館山, タテヤマ, Tateyama
46001, C, N, Y, N, N, N, N, N, N, [35,36.8], [139,11.6], 188, 相模湖, サガミコ, Lake Sagami
46046, C, N, Y, N, N, N, N, N, N, [35,34.3], [139,22.2], 149, 相模原中央, サガミハラチュウオウ, Sagamihara-Chuo
46061, C, N, Y, N, N, N, N, N, N, [35,33.1], [139,39.0], 57, 日吉, ヒヨシ, Hiyoshi
46076, C, N, Y, N, N, N, N, N, N, [35,24.6], [139,2.6], 330, 丹沢湖, タンザワコ, Lake Tanzawa
46091, C, Y, Y, Y, Y, Yev, N, N, N, [35,26.0], [139,23.2], 18, 海老名, エビナ, Ebina
46106, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,26.3], [139,39.1], 39, 横浜, ヨコハマ, Yokohama
46136, C, N, Y, N, N, N, N, N, N, [35,20.7], [139,18.3], 20, 平塚, ヒラツカ, Hiratsuka
46141, C, Y, Y, Y, Y, Yev, N, Y, N, [35,19.2], [139,27.0], 5, 辻堂, ツジドウ, Tsujido
46161, C, N, Y, N, N, N, N, N, N, [35,13.3], [139,2.5], 855, 箱根, ハコネ, Hakone
46166, C, Y, Y, Y, Y, Yev, N, Y, N, [35,16.6], [139,9.3], 14, 小田原, オダワラ, Odawara
46211, C, Y, Y, Y, Y, Yev, N, Y, N, [35,10.7], [139,37.8], 42, 三浦, ミウラ, Miura
48031, C, Y, Y, Y, Y, Yev, Y, N, N, [36,54.7], [138,26.5], 576, 野沢温泉, ノザワオンセン, Nozawa Onsen
48061, C, Y, Y, Y, Y, Yev, Y, N, N, [36,48.5], [138,11.8], 685, 信濃町, シナノマチ, Shinano-Machi
48066, C, Y, Y, Y, Y, Yev, Y, Y, N, [36,52.5], [138,22.5], 313, 飯山, イイヤマ, Iiyama
48097, C, N, Y, N, N, N, Y, N, N, [36,49.3], [137,55.8], 550, 小谷, オタリ, Otari
48141, C, Y, Y, Y, Y, Yev, Y, N, N, [36,41.9], [137,51.7], 703, 白馬, ハクバ, Hakuba
48146, C, N, Y, N, N, N, N, N, N, [36,41.3], [137,57.9], 778, 鬼無里, キナサ, Kinasa
48156, A, Y, Y, Y, Y, Y, Y, Y, Y, [36,39.7], [138,11.5], 418, 長野, ナガノ, Nagano
48172, C, N, Y, N, N, N, N, N, N, [36,39.9], [138,27.5], 1473, 笠岳, カサダケ, Kasadake
48191, C, Y, Y, Y, Y, Yev, Y, N, N, [36,31.4], [137,49.9], 784, 大町, オオマチ, Omachi
48196, C, Y, Y, Y, Y, Yev, N, N, N, [36,32.9], [137,59.8], 509, 信州新町, シンシュウシンマチ, Shinshu-Shinmachi
48216, C, Y, Y, Y, Y, Yev, Y, N, N, [36,31.9], [138,19.5], 1253, 菅平, スガダイラ, Sugadaira
48247, C, N, Y, N, N, N, N, N, N, [36,29.2], [138,4.1], 985, 聖高原, ヒジリコウゲン, Hijiri Highlands
48256, C, Y, Y, Y, Y, Yev, N, Y, N, [36,24.0], [138,15.9], 502, 上田, ウエダ, Ueda
48296, C, Y, Y, Y, Y, Yev, N, N, N, [36,20.6], [137,52.9], 540, 穂高, ホタカ, Hotaka
48321, C, Y, Y, Y, Y, Yev, N, N, N, [36,23.0], [138,23.0], 958, 東御, トウミ, Tomi
48331, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,20.5], [138,32.8], 999, 軽井沢, カルイザワ, Karuizawa
48346, C, N, Y, N, N, N, N, N, N, [36,14.9], [137,38.0], 1510, 上高地, カミコウチ, Kamikochi
48361, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,14.8], [137,58.2], 610, 松本, マツモト, Matsumoto
48363, C, Y, Y, Y, Y, N, N, N, N, [36,10.0], [137,55.3], 658, 松本今井, マツモトイマイ：松本空港, Matsumoto-Imai
48371, C, N, Y, N, N, N, N, N, N, [36,18.1], [138,8.2], 721, 鹿教湯, カケユ, Kakeyu
48381, C, Y, Y, Y, Y, Yev, N, N, N, [36,16.3], [138,18.8], 715, 立科, タテシナ, Tateshina
48386, C, Y, Y, Y, Y, Yev, N, N, N, [36,14.8], [138,28.6], 683, 佐久, サク, Saku
48436, C, N, Y, N, N, N, N, N, N, [36,6.3], [138,13.7], 1440, 白樺湖, シラカバコ, Lake Shirakaba
48466, C, Y, Y, Y, Y, Yev, N, N, N, [36,5.3], [137,41.0], 1068, 奈川, ナガワ, Nagawa
48491, B, Y, Y, Y, Y, Y, Y, Y, Y, [36,2.7], [138,6.5], 760, 諏訪, スワ, Suwa
48516, C, N, Y, N, N, N, N, N, N, [36,4.3], [138,36.7], 1185, 北相木, キタアイキ, Kitaaiki
48531, C, Y, Y, Y, Y, Yev, Y, Y, N, [35,56.3], [137,36.1], 1130, 開田高原, カイダコウゲン, Kaida Highlands
48536, C, Y, Y, Y, Y, Yev, N, N, N, [35,56.2], [137,47.2], 985, 木祖薮原, キソヤブハラ, Kiso-Yabuhara
48546, C, Y, Y, Y, Y, Yev, N, N, N, [35,59.0], [137,59.0], 732, 辰野, タツノ, Tatsuno
48556, C, N, Y, N, N, N, N, N, N, [35,57.2], [138,6.5], 1075, 高遠, タカトオ, Takato
48561, C, Y, Y, Y, Y, Yev, N, N, N, [35,58.2], [138,13.2], 1017, 原村, ハラムラ, Haramura
48571, C, Y, Y, Y, Y, Yev, N, N, N, [35,56.9], [138,28.3], 1350, 野辺山, ノベヤマ, Nobeyama
48601, C, N, Y, N, N, N, N, N, N, [35,52.3], [137,30.2], 2195, 御嶽山, オンタケサン, Mt.Ontakesan
48606, C, Y, Y, Y, Y, Yev, N, Y, N, [35,50.4], [137,41.3], 750, 木曽福島, キソフクシマ, Kiso-Fukushima
48621, C, Y, Y, Y, Y, Yev, N, N, N, [35,49.5], [137,57.3], 633, 伊那, イナ, Ina
48681, C, N, Y, N, N, N, N, N, N, [35,46.4], [137,53.1], 1660, 宮田高原, ミヤダコウゲン, Miyata Highlands
48691, C, N, Y, N, N, N, N, N, N, [35,43.6], [138,5.6], 905, 杉島, スギシマ, Sugishima
48716, C, N, Y, N, N, N, N, N, N, [35,41.9], [137,41.5], 535, 須原, スハラ, Suhara
48717, C, Y, Y, Y, Y, Yev, N, N, N, [35,36.6], [137,37.2], 560, 南木曽, ナギソ, Nagiso
48731, C, Y, Y, Y, Y, Yev, N, N, N, [35,39.2], [137,53.9], 728, 飯島, イイジマ, Iijima
48737, C, N, Y, N, N, N, N, N, N, [35,33.4], [138,2.4], 718, 大鹿, オオシカ, Oshika
48767, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,31.4], [137,49.3], 516, 飯田, イイダ, Iida
48826, C, Y, Y, Y, Y, Yev, N, N, N, [35,22.4], [137,41.5], 940, 浪合, ナミアイ, Namiai
48836, C, N, Y, N, N, N, N, N, N, [35,18.8], [137,48.7], 610, 阿南, アナン, Anan
48841, C, Y, Y, Y, Y, Yev, N, N, N, [35,19.3], [137,55.9], 407, 南信濃, ミナミシナノ, Minami-Shinano
49036, C, Y, Y, Y, Y, Yev, N, N, N, [35,51.7], [138,23.2], 867, 大泉, オオイズミ, Oizumi
49052, C, N, Y, N, N, N, N, N, N, [35,48.4], [138,39.3], 1465, 乙女湖, オトメコ, Lake Otome
49086, C, Y, Y, Y, Y, Yev, N, N, N, [35,41.6], [138,26.9], 341, 韮崎, ニラサキ, Nirasaki
49142, A, Y, Y, Y, Y, Y, Y, Y, Y, [35,40.0], [138,33.2], 273, 甲府, コウフ, Kofu
49151, C, Y, Y, Y, Y, Yev, N, N, N, [35,39.8], [138,43.5], 394, 勝沼, カツヌマ, Katsunuma
49161, C, Y, Y, Y, Y, Yev, N, Y, N, [35,36.5], [138,56.3], 364, 大月, オオツキ, Otsuki
49172, C, N, Y, N, N, N, N, N, N, [35,37.2], [139,6.3], 187, 上野原, ウエノハラ, Uenohara
49187, C, N, Y, N, N, N, N, N, N, [35,33.7], [138,26.9], 295, 富士川, フジカワ, Fujikawa
49196, C, Y, Y, Y, Y, Yev, N, N, N, [35,31.7], [138,36.9], 552, 古関, フルセキ, Furuseki
49236, C, Y, Y, Y, Y, Yev, N, N, N, [35,28.0], [138,26.5], 226, 切石, キリイシ, Kiriishi
49251, B, Y, Y, Y, Y, Y, Y, Y, Y, [35,30.0], [138,45.6], 860, 河口湖, カワグチコ, Lake Kawaguchi
49256, C, Y, Y, Y, Y, Yev, N, N, N, [35,26.2], [138,50.2], 992, 山中, ヤマナカ, Yamanaka
49316, C, Y, Y, Y, Y, Yev, N, Y, N, [35,17.3], [138,26.7], 141, 南部, ナンブ, Nanbu
50056, C, N, Y, N, N, N, N, N, N, [35,18.7], [138,34.7], 530, 白糸, シライト, Shiraito
50066, F, Y, N, N, N, Y, N, Y, Y, [35,21.6], [138,43.6], 3775, 富士山, フジサン, Mt.Fuji
50106, C, Y, Y, Y, Y, Yev, N, Y, N, [35,13.0], [138,13.3], 755, 井川, イカワ, Ikawa
50112, C, N, Y, N, N, N, N, N, N, [35,12.4], [138,22.1], 585, 有東木, ウトウギ, Utogi
50136, C, Y, Y, Y, Y, Yev, N, Y, N, [35,18.3], [138,55.6], 472, 御殿場, ゴテンバ, Gotenba
50196, C, Y, Y, Y, Y, Yev, N, Y, N, [35,11.1], [138,39.8], 66, 富士, フジ, Fuji
50206, B, Y, Y, Y, Y, Y, N, Y, Y, [35,6.8], [138,55.5], 21, 三島, ミシマ, Mishima
50211, C, Y, Y, Y, Y, N, N, N, N, [35,6.9], [139,5.0], 144, 熱海伊豆山, アタミイズサン, Atamiizusan
50226, C, Y, Y, Y, Y, Yev, N, Y, N, [35,3.4], [137,45.7], 150, 佐久間, サクマ, Sakuma
50232, C, N, Y, N, N, N, N, N, N, [35,0.7], [137,56.7], 486, 春野, ハルノ, Haruno
50241, C, Y, Y, Y, Y, Yev, N, Y, N, [35,6.1], [138,7.7], 290, 川根本町, カワネホンチョウ, Kawane-Honcho
50247, C, N, Y, N, N, N, N, N, N, [35,2.9], [138,14.8], 160, 鍵穴, カギアナ, Kagiana
50261, C, Y, Y, Y, Y, Yev, N, Y, N, [35,3.2], [138,31.3], 3, 清水, シミズ, Shimizu
50281, B, Y, Y, Y, Y, Y, N, Y, Y, [35,2.7], [139,5.5], 67, 網代, アジロ, Ajiro
50296, C, N, Y, N, N, N, N, N, N, [34,57.5], [137,44.0], 375, 熊, クマ, Kuma
50317, C, N, Y, N, N, N, N, N, N, [34,58.5], [138,11.8], 415, 高根山, タカネサン, Mt.Takane
50331, A, Y, Y, Y, Y, Y, Y, Y, Y, [34,58.5], [138,24.2], 14, 静岡, シズオカ, Shizuoka
50371, C, N, Y, N, N, N, N, N, N, [34,48.1], [137,33.4], 2, 三ヶ日, ミッカビ, Mikkabi
50386, C, Y, Y, Y, Y, Yev, N, Y, N, [34,53.4], [137,48.8], 61, 天竜, テンリュウ, Tenryu
50391, C, N, Y, N, N, N, N, N, N, [34,53.7], [137,56.4], 114, 三倉, ミクラ, Mikura
50416, C, N, Y, N, N, N, N, N, N, [34,52.6], [138,45.7], 92, 土肥, トイ, Toi
50426, C, N, Y, N, N, N, N, N, N, [34,54.0], [138,55.5], 165, 湯ケ島, ユガシマ, Yugashima
50427, C, N, Y, N, N, N, N, N, N, [34,52.3], [139,1.4], 1066, 天城山, アマギサン, Mt.Amagi
50456, B, Y, Y, Y, Y, Y, N, Y, Y, [34,45.2], [137,42.7], 46, 浜松, ハママツ, Hamamatsu
50466, C, N, Y, N, N, N, N, N, N, [34,46.1], [137,59.7], 32, 掛川, カケガワ, Kakegawa
50476, C, Y, Y, Y, Y, Yev, N, Y, N, [34,47.1], [138,8.3], 191, 菊川牧之原, キクガワマキノハラ, Kikugawa-Makinohara
50477, C, Y, Y, Y, Y, N, N, N, N, [34,47.7], [138,11.3], 132, 静岡空港, シズオカクウコウ：静岡空港, Shizuoka Airport
50491, C, Y, Y, Y, Y, Yev, N, Y, N, [34,45.3], [138,47.0], 4, 松崎, マツザキ, Matsuzaki
50506, C, Y, Y, Y, Y, Yev, N, Y, N, [34,46.9], [139,2.9], 130, 稲取, イナトリ, Inatori
50536, C, Y, Y, Y, Y, Yev, N, Y, N, [34,41.5], [137,52.8], 1, 磐田, イワタ, Iwata
50551, B, Y, Y, Y, Y, Y, N, Y, Y, [34,36.2], [138,12.8], 45, 御前崎, オマエザキ, Omaezaki
50561, B, Y, Y, Y, Y, Y, N, Y, Y, [34,36.2], [138,50.5], 52, 石廊崎, イロウザキ, Irozaki
51011, C, N, Y, N, N, N, N, N, N, [35,17.9], [136,51.2], 11, 一宮, イチノミヤ, Ichinomiya
51031, C, Y, Y, Y, Y, Yev, N, Y, N, [35,13.0], [136,41.9], 5, 愛西, アイサイ, Aisai
51056, C, N, Y, N, N, N, N, N, N, [35,13.7], [137,17.1], 290, 小原, オバラ, Obara
51071, C, Y, Y, Y, Y, Yev, N, Y, N, [35,12.7], [137,30.4], 505, 稲武, イナブ, Inabu
51077, C, N, Y, N, N, N, N, N, N, [35,13.2], [137,39.6], 1216, 茶臼山, チャウスヤマ, Mt. Chyausu
51096, C, N, Y, N, N, N, N, N, N, [35,8.2], [136,47.5], 2, 蟹江, カニエ, Kanie
