都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
長野,48491,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,諏訪,スワ,諏訪市高島,36,2.4,138,6.1,759,10.8,-,1975.12.4,-,Wind/sunshine
長野,48516,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,北相木,キタアイキ,南佐久郡北相木村字板置場,36,4.3,138,36.7,1185,-,-,2004.9.8,-,-
長野,48531,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,開田高原,カイダコウゲン,木曽郡木曽町開田高原西野,35,56.3,137,36.1,1130,10,2,1978.11.24,48940,Excluding humidity
長野,48536,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,木祖薮原,キソヤブハラ,木曽郡木祖村薮原,35,56.2,137,47.2,985,11.3,-,2019.9.5,-,Excluding humidity
長野,48546,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,辰野,タツノ,上伊那郡辰野町中央,35,59,137,59,732,10,1.5,1978.11.30,-,Excluding humidity
長野,48556,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,高遠,タカトオ,伊那市高遠町藤沢,35,57.2,138,6.5,1075,-,-,2004.9.9,-,-
長野,48561,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,原村,ハラムラ,諏訪郡原村向坂上,35,58.2,138,13.2,1017,10,1.5,#1978.11.27,-,Excluding humidity
長野,48571,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,野辺山,ノベヤマ,南佐久郡南牧村野辺山,35,56.9,138,28.3,1350,10,1.5,#1978.11.15,-,Excluding humidity
長野,48601,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,御嶽山,オンタケサン,木曽郡王滝村御岳国有林,35,52.3,137,30.2,2195,-,-,1976.7.1,-,-
長野,48606,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,木曽福島,キソフクシマ,木曽郡木曽町福島,35,50.4,137,41.3,750,8.2,1.5,1976.3.25,-,-
長野,48621,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,伊那,イナ,伊那市下新田,35,49.5,137,57.3,633,10,1.5,1993.2.25,-,Excluding humidity
長野,48681,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宮田高原,ミヤダコウゲン,上伊那郡宮田村,35,46.4,137,53.1,1660,-,-,#,-,-
長野,48691,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,杉島,スギシマ,伊那市長谷杉島,35,43.6,138,5.6,905,-,-,1983.6.23,-,-
長野,48716,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,須原,スハラ,木曽郡大桑村須原殿,35,41.9,137,41.5,535,-,-,#,-,-
長野,48717,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南木曽,ナギソ,木曽郡南木曽町読書,35,36.6,137,37.2,560,10,1.5,(1975.5.20)1978.11.24,-,Excluding humidity
長野,48731,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,飯島,イイジマ,上伊那郡飯島町七久保,35,39.2,137,53.9,728,10,1.5,#1978.11.28,-,Excluding humidity
長野,48737,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大鹿,オオシカ,下伊那郡大鹿村大河原,35,33.4,138,2.4,718,-,-,1983.6.14,-,-
長野,48767,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,飯田,イイダ,飯田市高羽町_飯田特別地域気象観測所,35,31.4,137,49.3,516,36.1,-,2002.5.27,48945,-
長野,48826,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,浪合,ナミアイ,下伊那郡阿智村浪合,35,22.4,137,41.5,940,10,1.5,1978.11.28,-,Excluding humidity
長野,48836,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,阿南,アナン,下伊那郡阿南町南条,35,18.8,137,48.7,610,-,-,1978.12.26,-,-
長野,48841,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南信濃,ミナミシナノ,飯田市南信濃和田字夜川瀬,35,19.3,137,55.9,407,9.5,1.5,1978.12.1,-,Excluding humidity
山梨,49036,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大泉,オオイズミ,北杜市大泉町谷戸,35,51.7,138,23.2,867,10,1.5,(1975.5.20)1977.12.23,-,Excluding humidity
山梨,49052,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,乙女湖,オトメコ,山梨市牧丘町柳平,35,48.4,138,39.3,1465,-,-,2008.10.21,-,-
山梨,49086,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,韮崎,ニラサキ,韮崎市大草町若尾,35,41.6,138,26.9,341,6.6,1.5,(1975.5.20)1977.12.23,-,Excluding humidity
山梨,49142,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,甲府,コウフ,甲府市飯田_甲府地方気象台,35,40,138,33.2,273,26.9,-,1993.3.18,49900,-
山梨,49151,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,勝沼,カツヌマ,甲州市勝沼町勝沼,35,39.8,138,43.5,394,9.5,1.5,#1977.12.22,-,Excluding humidity
山梨,49161,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大月,オオツキ,大月市大月,35,36.5,138,56.3,364,10,1.7,#1977.12.22,-,Excluding humidity
山梨,49172,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,上野原,ウエノハラ,上野原市松留,35,37.2,139,6.3,187,-,-,2015.2.18,-,-
山梨,49187,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,富士川,フジカワ,南巨摩郡富士川町最勝寺,35,33.7,138,26.9,295,-,-,2013.3.14,-,-
山梨,49196,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,古関,フルセキ,甲府市古関町,35,31.7,138,36.9,552,10,1.5,#1978.11.13,-,Excluding humidity
山梨,49236,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,切石,キリイシ,南巨摩郡身延町切石,35,28,138,26.5,226,10,1.5,1977.12.26,-,Excluding humidity
山梨,49251,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,河口湖,カワグチコ,南都留郡富士河口湖町船津_河口湖特別地域気象観測所,35,30,138,45.6,860,15.1,-,#1975.12.6,49905,-
山梨,49256,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,山中,ヤマナカ,南都留郡山中湖村山中字梨ヶ原,35,26.2,138,50.2,992,6.5,2,#1977.12.27,-,Excluding humidity
山梨,49316,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南部,ナンブ,南巨摩郡南部町南部,35,17.3,138,26.7,141,9.3,1.5,#1977.12.26,-,Excluding humidity
静岡,50056,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,白糸,シライト,富士宮市原,35,18.7,138,34.7,530,-,-,#,-,-
静岡,50106,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,井川,イカワ,静岡市葵区井川,35,13,138,13.3,755,10,1.5,1978.12.25,-,Excluding humidity
静岡,50112,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,有東木,ウトウギ,静岡市葵区有東木,35,12.4,138,22.1,585,-,-,2020.1.28,-,-
静岡,50136,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,御殿場,ゴテンバ,御殿場市萩原,35,18.3,138,55.6,472,10,1.5,#1976.11.29,-,Excluding humidity
静岡,50196,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,富士,フジ,富士市厚原,35,11.1,138,39.8,66,10,1.5,#1978.12.26,-,Excluding humidity
静岡,50206,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,三島,ミシマ,三島市東本町_三島特別地域気象観測所,35,6.8,138,55.5,21,15.8,-,#1975.12.13,-,-
静岡,50226,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,佐久間,サクマ,浜松市天竜区佐久間町浦川,35,3.4,137,45.7,150,10,1.5,(1975.5.13)1978.12.20,-,Excluding humidity
静岡,50232,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,春野,ハルノ,浜松市天竜区春野町五和,35,0.7,137,56.7,486,-,-,2016.9.28,-,-
静岡,50241,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,川根本町,カワネホンチョウ,榛原郡川根本町田代,35,6.1,138,7.7,290,10,1.5,#1978.12.22,-,Excluding humidity
静岡,50247,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鍵穴,カギアナ,静岡市葵区鍵穴,35,2.9,138,14.8,160,-,-,1991.3.26,-,-
静岡,50261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,清水,シミズ,静岡市清水区興津中町,35,3.2,138,31.3,3,8.5,1.5,1978.1.18,-,Excluding humidity
静岡,50281,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,網代,アジロ,熱海市網代_網代特別地域気象観測所,35,2.7,139,5.5,67,12.5,-,#1975.12.16,-,-
静岡,50296,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,熊,クマ,浜松市天竜区熊,34,57.5,137,44,375,-,-,1976.6.25,-,-
静岡,50317,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,高根山,タカネサン,藤枝市瀬戸谷,34,58.5,138,11.8,415,-,-,2009.12.18,-,-
静岡,50331,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,静岡,シズオカ,静岡市駿河区曲金_静岡地方気象台,34,58.5,138,24.2,14,16,-,#1975.3.23,50900,-
静岡,50371,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三ヶ日,ミッカビ,浜松市北区三ヶ日町三ヶ日,34,48.1,137,33.4,2,-,-,1975.5.13,-,-
静岡,50386,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,天竜,テンリュウ,浜松市天竜区船明,34,53.4,137,48.8,61,10,1.5,#1978.12.21,-,Excluding humidity
静岡,50391,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三倉,ミクラ,周智郡森町三倉,34,53.7,137,56.4,114,-,-,1982.9.29,-,-
静岡,50416,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,土肥,トイ,伊豆市小下田,34,52.6,138,45.7,92,-,-,1990.7.10,-,-
静岡,50426,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,湯ケ島,ユガシマ,伊豆市市山,34,54,138,55.5,165,-,-,#,-,-
静岡,50427,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,天城山,アマギサン,伊豆市菅引字天城山菅引入,34,52.3,139,1.4,1066,-,-,#,-,-
静岡,50456,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,浜松,ハママツ,浜松市中区高丘東_浜松特別地域気象観測所,34,45.2,137,42.7,46,16.8,-,#1975.3.19,-,-
静岡,50466,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,掛川,カケガワ,掛川市長谷,34,46.1,137,59.7,32,-,-,1975.5.13,-,-
静岡,50476,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,菊川牧之原,キクガワマキノハラ,菊川市倉沢,34,47.1,138,8.3,191,10,1.5,1978.12.21,-,Excluding humidity
静岡,50477,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,静岡空港,シズオカクウコウ,牧之原市坂口_静岡航空気象観測所,34,47.7,138,11.3,132,10,-,2009.6.4,-,Excluding sunlight/humidity/atmospheric pressure
静岡,50491,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,松崎,マツザキ,賀茂郡松崎町江奈,34,45.3,138,47,4,10,1.5,#1978.12.27,-,Excluding humidity
静岡,50506,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,稲取,イナトリ,賀茂郡東伊豆町稲取,34,46.9,139,2.9,130,8.5,1.5,#1978.12.27,-,Excluding humidity
静岡,50536,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,磐田,イワタ,磐田市南島,34,41.5,137,52.8,1,10,1.5,1978.1.19,-,Excluding humidity
静岡,50551,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,御前崎,オマエザキ,御前崎市御前崎_御前崎特別地域気象観測所,34,36.2,138,12.8,45,16,-,#1975.12.11,-,-
静岡,50561,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,石廊崎,イロウザキ,賀茂郡南伊豆町石廊崎石室山_石廊崎特別地域気象観測所,34,36.2,138,50.5,52,15,-,#1975.3.26,-,-
愛知,51011,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,一宮,イチノミヤ,一宮市千秋町佐野字辻田,35,17.9,136,51.2,11,-,-,#,-,-
愛知,51031,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,愛西,アイサイ,愛西市江西町川原,35,13,136,41.9,5,10.4,1.5,1979.1.11,-,Excluding humidity
愛知,51056,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,小原,オバラ,豊田市小原町上平,35,13.7,137,17.1,290,-,-,1977.7.1,-,-
愛知,51071,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,稲武,イナブ,豊田市稲武町スソガエト,35,12.7,137,30.4,505,10,1.5,(1975.5.12)1979.1.9,-,Excluding humidity
愛知,51077,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,茶臼山,チャウスヤマ,北設楽郡豊根村大字坂宇場字御所平,35,13.2,137,39.6,1216,-,-,2005.12.8,-,-
愛知,51096,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,蟹江,カニエ,海部郡蟹江町蟹江本町クノ割,35,8.2,136,47.5,2,-,-,1975.5.12,-,-
愛知,51106,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,名古屋,ナゴヤ,名古屋市千種区日和町_名古屋地方気象台,35,10,136,57.9,51,17.8,-,#1975.3.19,51900,-
愛知,51116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,豊田,トヨタ,豊田市高町東山,35,7.9,137,10.6,75,6.7,1.5,#1979.1.9,-,Excluding humidity
愛知,51192,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,阿蔵,アゾウ,豊田市阿蔵町猫田,35,4.7,137,24.8,613,-,-,2005.12.5,-,-
愛知,51216,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大府,オオブ,大府市森岡町,34,59.7,136,56.6,32,10,1.5,2012.10.17,-,Excluding humidity
愛知,51226,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,岡崎,オカザキ,岡崎市美合町地蔵野,34,55.1,137,11.6,47,6.4,1.5,#1979.1.9,-,Excluding humidity
愛知,51241,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,作手,ツクデ,新城市作手高里字木戸口,34,58.6,137,25.5,532,-,-,#,-,-
愛知,51247,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,新城,シンシロ,新城市富沢字広瀬,34,54.4,137,31.1,53,6.4,1.5,2002.12.25,-,Excluding humidity
愛知,51261,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,セントレア,セントレア,常滑市セントレア_中部航空地方気象台,34,51.5,136,48.3,4,10,-,2005.2.17,-,Excluding sunlight/humidity/atmospheric pressure
愛知,51271,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,一色,イッシキ,西尾市一色町一色伊那跨,34,48.7,137,1.7,12,-,-,#,-,-
愛知,51281,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,蒲郡,ガマゴオリ,蒲郡市神ノ郷町上名取,34,50.7,137,13,55,10,1.5,1979.1.10,-,Excluding humidity
愛知,51311,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南知多,ミナミチタ,知多郡南知多町大字豊丘字浜見台,34,44.4,136,56.3,16,6.5,1.5,(1975.5.12)1979.1.10,-,Excluding humidity
愛知,51331,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,豊橋,トヨハシ,豊橋市神野新田町字レノ割,34,45,137,20.5,3,6.6,1.5,2005.12.6,-,Excluding humidity
愛知,51346,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,伊良湖,イラコ,田原市福江町字金五郎坂_伊良湖特別地域気象観測所,34,37.7,137,5.6,6,10.7,-,#1975.12.16,-,-
愛知,51356,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,田原,タハラ,田原市高松町尾村崎,34,37.6,137,13.3,45,-,-,#,-,-
岐阜,52041,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,河合,カワイ,飛騨市河合町角川,36,18.3,137,6,471,10,3.7,1978.11.18,52900,Excluding humidity
岐阜,52051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,神岡,カミオカ,飛騨市神岡町殿,36,19.3,137,18.5,455,10,2,1978.11.20,52905,Excluding humidity
岐阜,52081,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,白川,シラカワ,大野郡白川村鳩谷字北長,36,16.4,136,53.8,478,10,4,1978.11.17,52910,Excluding humidity
岐阜,52111,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,栃尾,トチオ,高山市奥飛騨温泉郷今見,36,14.9,137,30.2,765,10,1.5,(1975.5.30)1978.11.20,-,Excluding humidity
岐阜,52131,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,御母衣,ミボロ,大野郡白川村牧,36,8.8,136,54.5,640,-,-,1982.6.22,-,-
岐阜,52137,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,清見,キヨミ,高山市清見町大谷,36,10.8,137,2.7,740,-,-,1990.12.21,-,-
岐阜,52146,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,高山,タカヤマ,高山市桐生町_高山特別地域気象観測所,36,9.3,137,15.2,560,18.1,-,#1975.4.1,52913,-
岐阜,52152,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,丹生川,ニュウカワ,高山市丹生川町瓜田,36,11.2,137,22.3,910,-,-,1990.12.26,-,-
岐阜,52173,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,ひるがの,ヒルガノ,郡上市高鷲町ひるがの,36,0.6,136,53.6,885,-,-,1990.12.20,-,-
岐阜,52181,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,六厩,ムマヤ,高山市荘川町六厩,36,3.6,137,2.1,1015,10,2.8,1978.11.16,-,Excluding humidity
岐阜,52192,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,船山,フナヤマ,高山市久々野町無数河,36,2.1,137,15.6,880,-,-,2002.10.8,-,-
岐阜,52196,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,宮之前,ミヤノマエ,高山市朝日町宮之前,36,0.9,137,23.3,930,9.4,2,1978.11.21,-,Excluding humidity
岐阜,52221,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,長滝,ナガタキ,郡上市白鳥町長滝字三昧,35,55.4,136,49.9,430,10,2.8,1978.11.11,52915,Excluding humidity
岐阜,52286,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,萩原,ハギワラ,下呂市萩原町羽根,35,53.3,137,12.4,425,10,1.5,#1976.3.3,-,-
岐阜,52321,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,関市板取,セキシイタドリ,関市板取,35,43.4,136,47,351,-,-,2005.12.5,-,-
岐阜,52331,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八幡,ハチマン,郡上市八幡町旭田尻,35,45.4,136,58.7,271,10,1.5,#1978.11.16,-,Excluding humidity
岐阜,52346,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,宮地,ミヤジ,下呂市宮地,35,45.8,137,17.3,450,10,1.5,(1975.6.1)1978.11.21,-,Excluding humidity
岐阜,52381,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,樽見,タルミ,本巣市根尾神所,35,38.3,136,36.1,190,10,2.2,#1978.11.14,52920,Excluding humidity
岐阜,52406,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,金山,カナヤマ,下呂市金山町大船渡,35,39.7,137,9.6,233,10,1.5,#1978.11.22,-,Excluding humidity
岐阜,52421,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,付知,ツケチ,中津川市付知町,35,39.7,137,25.6,461,-,-,1982.6.11,-,-
岐阜,52461,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,美濃,ミノ,美濃市前野中川原,35,33.3,136,54.6,68,10,1.5,(1975.5.29)1978.11.15,-,Excluding humidity
岐阜,52476,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,伽藍,ガラン,加茂郡八百津町伽藍谷,35,30.9,137,13.8,650,-,-,#,-,-
岐阜,52482,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,黒川,クロカワ,加茂郡白川町黒川,35,35.9,137,19.1,517,9.4,1.5,1998.9.29,-,Excluding humidity
岐阜,52511,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,揖斐川,イビガワ,揖斐郡揖斐川町三輪,35,29.1,136,34,45,10,1.5,1978.11.14,-,Excluding humidity
岐阜,52536,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,美濃加茂,ミノカモ,美濃加茂市西町,35,26.7,137,0.3,74,10,1.5,#1978.11.15,-,Excluding humidity
岐阜,52556,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,恵那,エナ,恵那市長島町永田大洞,35,26.8,137,24.2,315,10,1.5,#1976.3.8,-,Excluding humidity
岐阜,52557,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中津川,ナカツガワ,中津川市手賀野,35,28.6,137,29.2,378,10,1.5,2010.3.25,-,Excluding humidity
岐阜,52571,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,関ケ原,セキガハラ,不破郡関ケ原町関ケ原,35,21.8,136,28,130,10,1.5,#1978.11.13,52935,-
岐阜,52581,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大垣,オオガキ,大垣市禾森町,35,20.8,136,37.2,6,10,1.5,#1978.11.13,-,Excluding humidity
岐阜,52586,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,岐阜,ギフ,岐阜市加納二之丸_岐阜地方気象台,35,24,136,45.7,13,23,-,#1975.4.1,52940,-
岐阜,52606,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,多治見,タジミ,多治見市光ケ丘,35,20.8,137,6.5,120,10,1.5,(1975.5.29)1978.11.24,-,Excluding humidity
岐阜,52642,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,上石津,カミイシヅ,大垣市上石津町堂之上,35,14.8,136,27.5,193,-,-,2016.3.29,-,-
三重,53016,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,北勢,ホクセイ,いなべ市北勢町其原,35,8.6,136,32.3,125,-,-,#,-,-
三重,53041,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,桑名,クワナ,桑名市大字江場字正金縄,35,3,136,41.6,3,10,1.5,#1979.1.12,-,Excluding humidity
三重,53061,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,四日市,ヨッカイチ,四日市市日永_四日市特別地域気象観測所,34,56.4,136,34.8,55,10.7,-,#1975.12.13,-,-
三重,53091,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,亀山,カメヤマ,亀山市椿世町,34,52.2,136,27.2,70,10,1.5,#1979.1.12,-,Excluding humidity
三重,53112,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,上野,ウエノ,伊賀市緑ケ丘本町_上野特別地域気象観測所,34,45.7,136,8.5,159,22.1,-,1985.1.30,-,-
三重,53121,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,笠取山,カサトリヤマ,津市榊原町,34,43.5,136,18.5,810,-,-,#,-,-
三重,53133,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,津,ツ,津市島崎町_津地方気象台,34,44,136,31.1,3,-,-,2011.10.20,53900,Air temperature/rain
三重,53133,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,津,ツ,津市末広町,34,43.3,136,31.5,2,15,-,2011.10.20,-,Wind/sunshine
